1194728105, 2, , <UNAVAIL>, NAVOS, , , , , , , HIGHLINE WEST SEATTLE MENTAL HEALTH, 4, , , , , , , , PO BOX 46420, , SEATTLE, WA, 981460420, US, 2069337214, 2069337005, 2600 SW HOLDEN ST, , SEATTLE, WA, 981263505, US, 2069337214, 2069337005, 05/23/2005, 09/12/2017, , , , , JOHNSON, DAVID, MARVIN, CEO, 2069337225, 101YM0800X, 048, WA, Y, 251B00000X, , WA, N, 261QR0405X, , WA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , ED.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1043214596, 2, , <UNAVAIL>, VIRGINIA MASON MEDICAL CENTER, , , , , , , ISSAQUAH PHARMACY, 3, , , , , , , , 100 NE GILMAN BLVD, , ISSAQUAH, WA, 980272925, US, 4255578003, 4255578021, 100 NE GILMAN BLVD, , ISSAQUAH, WA, 980272925, US, 4255578003, 4255578021, 06/10/2005, 07/08/2007, , , , , WONG, ROSE, , LEAD PHARMACIST, 4255578003, 333600000X, 262010304679, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6012926, 05, WA, , 4922806, 01, WA, NCPDP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , RPH. PHARM D, , , , , , , , , , , , , , , , 
1700880291, 2, , <UNAVAIL>, VIRGINIA MASON MEDICAL CENTER, , , , , , , LINDEMAN PAVILION PHARMACY, 3, , , , , , , , 1201 TERRY AVE, , SEATTLE, WA, 981012735, US, 2066257202, 2066257216, 1201 TERRY AVE X2-PN, , SEATTLE, WA, 981012735, US, 2066257202, 2066257216, 06/13/2005, 07/08/2007, , , , , FOLKESTAD, GENE, , LEAD PHARMACIST, 2066257202, 333600000X, 262010303715, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6008452, 05, WA, , 4920155, 01, WA, NCPDP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , RPH.PHARM D, , , , , , , , , , , , , , , , 
1174527683, 2, , <UNAVAIL>, VIRGINIA MASON MEDICAL CENTER, , , , , , , BUCK PAVILION PHARMACY, 3, , , , , , , , 1100 NINTH AVE MS: C1-PO, , SEATTLE, WA, 98101, US, 2062236877, 2062237606, 1100 NINTH AVE MS: C1-PO, , SEATTLE, WA, 98101, US, 2062236877, 2062237606, 06/13/2005, 05/30/2012, , , , , TRUONG, HUNG, VAN, MANAGER, 2063410550, 333600000X, 262010301062, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4913782, 01, WA, NCPDP, 6082101, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, VIRGINIA MASON MEDICAL CENTER, <UNAVAIL>, MR., , PHARMD, , , , , , , , , , , , , , , , 
1518961051, 2, , <UNAVAIL>, SWEDISH EDMONDS, , , , , , , PAVILION HOMECARE PHARMACY, 3, , , , , , , , 7320 216TH ST SW, STE 100B, EDMONDS, WA, 980268006, US, 4256733720, 4256733727, 7320 216TH ST SW, STE 100B, EDMONDS, WA, 980268006, US, 4256733720, 4256733727, 06/13/2005, 09/03/2010, , , , , BAKER, JAMES, LEE, RESPONSIBLE MANAGER PHARMACIST, 4256733701, 3336L0003X, CF60182938, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4932530, 01, , NCPDP PROVIDER IDENTIFICATION NUMBER, 6030910, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PHARM.D., , , , , , , , , , , , , , , , 
1831194265, 2, , <UNAVAIL>, THE VALLEY CLINIC LLP, , , , , , , , , , , , , , , , 716 E MANITOBA AVE, , ELLENSBURG, WA, 989263842, US, 5099253151, , 716 E MANITOBA AVE, , ELLENSBURG, WA, 989263842, US, 5099253151, , 06/13/2005, 07/09/2007, , , , , NIELSEN, JUDITH, JEAN, CLINIC MANAGER, 5099253151, 174400000X, 2520916959, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7831308, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1912902347, 2, , <UNAVAIL>, KITSAP PHYSICAL THERAPY AND SPORTS CLINICS INC., , , , , , , , , , , , , , , , 19319 7TH AVE NE, STE 100, POULSBO, WA, 983707442, US, 3605983764, 3605983282, 19319 7TH AVE NE, STE 100, POULSBO, WA, 983707442, US, 3605983764, 3605983282, 06/13/2005, 07/25/2012, , , , , FOSS, JACKIE, , ADMINISTRATIVE ASSISTANT, 3605983764, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1366446767, 2, , <UNAVAIL>, PUBLIC HOSPITAL DISTRICT NO 1-A, , , , , , , PULLMAN REGIONAL HOSPITAL, 3, , , , , , , , 835 SE BISHOP BLVD, , PULLMAN, WA, 991635512, US, 5093322514, 5093320731, 835 SE BISHOP BLVD, , PULLMAN, WA, 991635512, US, 5093322514, 5093320731, 06/13/2005, 07/20/2012, , , , , ADAMS, SCOTT, K, CHIEF EXECUTIVE OFFICER, 5093367406, 207PE0004X, , , N, 247100000X, , , N, 261QC0050X, , , N, 261QU0200X, , , N, 282NC0060X, H-172, WA, Y, 291U00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 003221990, 05, ID, , 077, 01, WA, PREMERA BLUE CROSS, 82105, 01, WA, LABOR & IND. (PHYS GROUP), 2590, 01, WA, LABOR & INDUSTRIES (FAC), 3303708, 05, WA, , 003221800, 05, ID, , 7030661, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1962406389, 2, , <UNAVAIL>, CHELAN COUNTY PUBLIC HOSPITAL DISTRICT NO. 1, , , , , , , , , , , , , , , , 817 COMMERCIAL ST, , LEAVENWORTH, WA, 988261316, US, 5095485815, 5095482510, 817 COMMERCIAL ST, , LEAVENWORTH, WA, 988261316, US, 5095485815, 5095482510, 06/13/2005, 02/15/2018, , , , , BLAKE, DIANE, , CHIEF EXECUTIVE OFFICER, 5095483425, 282NR1301X, H-158, WA, N, 282NR1301X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7027311, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1851395271, 2, , <UNAVAIL>, INLAND MEDICAL & REHAB INC, , , , , , , , , , , , , , , , 200 E 2ND AVE, STE B, SPOKANE, WA, 992021507, US, 5094559385, 5094556831, 200 E 2ND AVE, STE B, SPOKANE, WA, 992021507, US, 5094559385, 5094556831, 06/13/2005, 10/10/2014, , , , , WHITNEY, DONALD, L, COO, 5094559385, 332B00000X, 601091918, WA, Y, 332BC3200X, 601091918, WA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9021874, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1518962935, 2, , <UNAVAIL>, AESTHETIC & GENERAL DERMATOLOGY OF SEATTLE, , , , , , , , , , , , , , , , 13610 1ST AVE S, , BURIEN, WA, 981683404, US, 2062485020, 2062448425, 13610 1ST AVE S, , BURIEN, WA, 981683404, US, 2062485020, 2062448425, 06/14/2005, 06/18/2012, , , , , LEVY, ELIE, , OWNER, 2062485020, 174400000X, MD00000034385, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7089576 GRP, 05, WA, , 1742402, 05, WA, , 8214637, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1619972932, 2, , <UNAVAIL>, HELEN ANN JAMES MD INC PS, , , , , , , , , , , , , , , , 3001 SQUALICUM PKWY, STE 5, BELLINGHAM, WA, 982251950, US, 3606760972, 3606714423, 3001 SQUALICUM PKWY, STE 5, BELLINGHAM, WA, 982251950, US, 3606760972, 3606714423, 06/14/2005, 03/31/2011, , , , , JAMES, HELEN, ANN, PHYSICIAN, 3606760972, 174400000X, MD00020348, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1005982, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1578568853, 2, , <UNAVAIL>, CHELAN COUNTY PUBLIC HOSPITAL DISTRICT NO 2, , , , , , , LAKE CHELAN COMMUNITY HOSPITAL, 3, , , , , , , , PO BOX 908, , CHELAN, WA, 988160908, US, 5096823300, 5096826131, 503 E HIGHLAND AVE, , CHELAN, WA, 988168631, US, 5096823300, 5096826131, 06/14/2005, 10/29/2012, , , , , DION, JERRI, D, BUSINESS OFFICE MANAGER, 5096823300, 282N00000X, H-165, WA, N, 282NC0060X, H-165, WA, Y, 282NR1301X, H-165, WA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, WA, TAX ID NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1972508141, 2, , <UNAVAIL>, COLUMBIA LUTHERAN MINISTRIES, , , , , , , COLUMBIA LUTHERAN HOME, 3, , , , , , , , 4700 PHINNEY AVE N, , SEATTLE, WA, 981036374, US, 2066327400, 2066330589, 4700 PHINNEY AVE N, , SEATTLE, WA, 981036374, US, 2066327400, 2066330589, 06/15/2005, 08/17/2007, , , , , HEYER, DAVID, , VICE-PRESIDENT OF FINANCE, 2066327400, 314000000X, NH48, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4104808, 05, WA, , 578, 01, WA, PREMERA BLUE CROSS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1497750434, 2, , <UNAVAIL>, CITY OF MOSES LAKE, , , , , , , , , , , , , , , , PO BOX 1579, , MOSES LAKE, WA, 988370244, US, 5097652204, 5097652291, 701 E 3RD AVE, , MOSES LAKE, WA, 988375904, US, 5097652204, 5097652291, 06/16/2005, 07/12/2010, , , , , TAYLOR, THOMAS, H, FIRE CHIEF, 5097652204, 3416L0300X, 13MO8, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9051855, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1487659579, 2, , <UNAVAIL>, COLUMBIA WELLNESS, , , , , , , COWLITZ COUNTY GUIDANCE ASSOCIATION, 4, , , , , , , , 921 14TH AVENUE, , LONGVIEW, WA, 986322316, US, 3604230203, 3604232311, 921 14TH AVE, , LONGVIEW, WA, 986322350, US, 3605770266, 3605770269, 06/16/2005, 06/16/2015, , , , , MCCLAY, DAVID, , INTERIM CEO, 3603539363, 101YP2500X, 066, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1980903, 05, WA, , 7095268, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1851396766, 2, , <UNAVAIL>, FOSS HOME, , , , , , , , , , , , , , , , 13023 GREENWOOD AVE N, , SEATTLE, WA, 981337308, US, 2063641300, 2063673057, 13023 GREENWOOD AVE N, , SEATTLE, WA, 981337308, US, 2063641300, 2063673057, 06/16/2005, 02/01/2013, , , , , CROUCH, DAVID, A, PRESIDENT, 2068342590, 310400000X, BH1065, WA, N, 311500000X, NH417, WA, N, 311Z00000X, NH417, WA, N, 314000000X, NH417, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4141701, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1841295540, 2, , <UNAVAIL>, CHESTERFIELD PHARMACY, , , , , , , , , , , , , , , , 2301 E UNION ST, , SEATTLE, WA, 981222957, US, 2063230147, 2063230368, 2301 E UNION ST, , SEATTLE, WA, 981222957, US, 2063230147, 2063230368, 06/17/2005, 07/09/2007, , , , , HENRY, PATRICK, , PHARMACY MANAGER, 2063230147, 183500000X, CF00057419, WA, X, 332B00000X, CF00057419, WA, X, 333600000X, CF00057419, WA, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6026272, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PHARMD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1508861386, 2, , <UNAVAIL>, PALOUSE HEALTH CENTER INC, , , , , , , , , , , , , , , , PO BOX 475, , PALOUSE, WA, 991610475, US, 5098788000, 5098788008, 235 E MAIN STREET, , PALOUSE, WA, 99161, US, 5098788000, 5098788008, 06/17/2005, 06/04/2013, , , , , SCHORZMAN, SANDRA, K, PRESIDENT, 5098788000, 261QR1300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 807114900, 05, ID, , 7116759, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , ARNP, , , , , , , , , , , , , , , , 
1225033814, 2, , <UNAVAIL>, SUNNYSIDE COMMUNITY HOSPITAL ASSOCIATION, , , , , , , ASTRIA SUNNYSIDE HOSPITAL, 3, , , , , , , , P.O. BOX 719, , SUNNYSIDE, WA, 98944, US, 5098371500, 5098371533, 1016 TACOMA AVE, , SUNNYSIDE, WA, 98944, US, 5098371500, 5098371533, 06/20/2005, 11/13/2017, , , , , ROWAN, CARY, , CFO, 5098371655, 275N00000X, , WA, N, 282NC0060X, 600 581 630, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3300076, 05, WA, , 10250, 01, WA, LABOR & INDUSTRIES, 147, 01, WA, PREMERA BLUE CROSS, SU9354, 01, WA, REGENCE BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1104821701, 2, , <UNAVAIL>, RXTRACARE PHARMACY INC, , , , , , , U & I PHARMACY, 3, , , , , , , , 29 148TH AVE SE, , BELLEVUE, WA, 980075113, US, 4257473800, 4256417203, 29 148TH AVE SE, , BELLEVUE, WA, 980075113, US, 4257473800, 4256417203, 06/20/2005, 07/09/2007, , , , , HENRY, HOLLY, , PRESIDENT, 2066327613, 332B00000X, , WA, X, 333600000X, , WA, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6146005, 05, WA, , 4900595, 01, WA, NABP, 9044983, 05, WA, , 9035346, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1437154911, 2, , <UNAVAIL>, NORTHWEST SKIN SPECIALISTS PLLC, , , , , , , , , , , , , , , , 1229 MADISON ST, STE 1290, SEATTLE, WA, 981043568, US, 2063154603, 2063154601, 1229 MADISON ST, STE 1290, SEATTLE, WA, 981043568, US, 2063154603, 2063154601, 06/20/2005, 03/20/2008, , , , , THOMPSON, DIANNE, B, MEDICAL DIRECTOR,  OWNER MEMBER, 2063154603, 207N00000X, MD00030950, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1649275140, 2, , <UNAVAIL>, UNIVERSITY PLACE CARE CENTER, , , , , , , , , , , , , , , , 5520 BRIDGEPORT WAY W, , UNIVERSITY PLACE, WA, 984672041, US, 2535667166, 2535648034, 5520 BRIDGEPORT WAY W, , UNIVERSITY PLACE, WA, 984672041, US, 2535667166, 2535648034, 06/20/2005, 07/21/2008, , , , , DAVIS-MILLER, NOLA, A, DIRECTOR OF OPERATIONS, 2535667166, 314000000X, NH 1098, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , NH 1098, 05, WA, , 4110987, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
