1699778704, 2, , <UNAVAIL>, WEBSTER COUNTY MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , PO BOX 312, 324 MILLER MOUNTAIN DRIVE, WEBSTER SPRINGS, WV, 26288, US, 3048475682, 3048475985, 324 MILLER MOUNTAIN DR, , WEBSTER SPRINGS, WV, 262881026, US, 3048475682, 3048475985, 05/23/2005, 07/20/2015, , , , , RIFFLE, TINA, LOUISE, CREDENTIALING, 3048475682, 282NC0060X, 1449, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1053679282, 01, WV, NPI, 1255661955, 01, WV, NPI, 1437453719, 01, WV, NPI, 1730415332, 01, WV, NPI, 1639264582, 01, WV, NPI, 1720243769, 01, WV, NPI, 1992078380, 01, WV, NPI, 1174788111, 01, WV, NPI, 1013203058, 01, WV, NPI, 1760776272, 01, WV, NPI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
1275539520, 2, , <UNAVAIL>, BROOKE COUNTY COMMITTEE ON AGING, , , , , , , , , , , , , , , , 948 MAIN ST, , FOLLANSBEE, WV, 260371450, US, 3045273410, 3045274278, 948 MAIN ST, , FOLLANSBEE, WV, 260371450, US, 3045273410, 3045274278, 06/22/2005, 04/20/2008, , , , , CRAWFORD, JOY, , EXECUTIVE DIRECTOR, 3045273410, 251E00000X, =========, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0030558000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1467458760, 2, , <UNAVAIL>, DR. VIC WOOD INC, , , , , , , DOCTORS URGENT CARE, 3, , , , , , , , PO BOX 6745, , WHEELING, WV, 260030917, US, 3042339314, 3042330265, 24 HOMESTEAD AVE, , WHEELING, WV, 260036638, US, 3042321020, 3042325674, 06/22/2005, 10/23/2007, , , , , WOOD, VICTOR, A, CEO, 3042321020, 207Q00000X, 1142, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0007051000, 05, WV, , 2077989, 05, OH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , DO, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1073519922, 2, , <UNAVAIL>, NICHOLAS-WEBSTER HOME HEALTH, , , , , , , , , , , , , , , , 1 STEVENS RD, , SUMMERSVILLE, WV, 266519704, US, 3048725328, 3048726128, 1 STEVENS RD, , SUMMERSVILLE, WV, 266519704, US, 3048725328, 3048726128, 06/24/2005, 07/08/2007, , , , , SEARS, DIANA, LYNN, ADMINISTRATOR, 3048725328, 251E00000X, NA, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0004879000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1770589681, 2, , <UNAVAIL>, LINCOLN COUNTY PRIMARY CARE CENTER INC, , , , , , , DENNIS' PHARMACY, 3, , , , , , , , 6 1ST ST, , HAMLIN, WV, 255231162, US, 3048242667, 3048242676, 6 1ST ST, , HAMLIN, WV, 255231162, US, 3048242667, 3048242676, 06/24/2005, 08/02/2016, , , , , CRIST, BRIAN, , CEO, 3048246337, 333600000X, , , N, 3336C0003X, SP0552496, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3810029901, 05, WV, , 2153529, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PHARM D, , , , , , , , , , , , , , , , 
1477559433, 2, , <UNAVAIL>, STONEWALL JACKSON MEMORIAL HOSPITAL COMPANY, , , , , , , , , , , , , , , , 230 HOSPITAL PLZ, , WESTON, WV, 264528558, US, 3042698000, 3042698090, 230 HOSPITAL PLZ, , WESTON, WV, 264528558, US, 3042698000, 3042698090, 06/24/2005, 10/27/2017, , , , , STALNAKER, AVAH, L, CEO, 3042698000, 282NR1301X, 510038, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0001417000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1184620841, 2, , <UNAVAIL>, COMMUNITY HEALTH FOUNDATION OF MAN WV, , , , , , , , , , , , , , , , 600 EAST MCDONALD AVENUE, , MAN, WV, 256351023, US, 3045836541, 3045836018, 600 EAST MCDONALD AVENUE, , MAN, WV, 256351023, US, 3045836541, 3045836018, 06/27/2005, 07/17/2007, , , , , CHAFIN, HERSHEL, , CEO, 3045836541, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0035282000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1558367292, 2, , <UNAVAIL>, ELKINS REGIONAL CONVALESCENT CENTER, , , , , , , , , , , , , , , , 1175 BEVERLY PIKE, , ELKINS, WV, 26241, US, 3046361391, 3046361371, 1175 BEVERLY PIKE, , ELKINS, WV, 26241, US, 3046361391, 3046361371, 06/27/2005, 04/16/2008, , , , , MORRIS, CAROL, M, ADMINISTRATOR, 3046361391, 313M00000X, 134, WV, N, 314000000X, 134, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0146591000, 05, WV, , 0003315000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1013913607, 2, , <UNAVAIL>, MARSHALL COUNTY HEALTH DEPARTMENT, , , , , , , , , , , , , , , , PO BOX 429, , MOUNDSVILLE, WV, 260410429, US, 3048457840, 3048439837, 6TH STREET & COURT AVE, , MOUNDSVILLE, WV, 260410429, US, 3048457840, 3048439837, 06/28/2005, 04/20/2008, , , , , BECKETT, BRENDA, L, ACCOUNTING TECHNICIAN, 3048457840, 251K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , HD327A, 01, WV, HEALTH PLAN, 0920230, 05, OH, , =========001, 01, WV, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1720084304, 2, , <UNAVAIL>, TRI STATE MEDICAL, , , , , , , , , , , , , , , , 3924 MAIN STREET, , WEIRTON, WV, 26062, US, 3047978746, 3047978752, 3924 MAIN ST, , WEIRTON, WV, 260625314, US, 3047978746, 3047978752, 06/28/2005, 03/23/2012, , , , , BERNABEI, JOHN, JOSEPH, OWNER, 3047236331, 332BX2000X, =========, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0147939000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1760489256, 2, , <UNAVAIL>, TRI-STATE MRI PTR, , , , , , , , , , , , , , , , PO BOX 494, , HUNTINGTON, WV, 257090494, US, 3045226674, 3045224647, 1802 6TH AVE, , HUNTINGTON, WV, 257031519, US, 3045226674, 3045224647, 06/30/2005, 06/23/2008, , , , , ROBERTS, MARY, ALICE, ADMINISTRATIVE DIRECTOR, 3045226674, 261QM1200X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0682677, 05, OH, , =========001, 01, WV, TRICARE NORTH, 0036348000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1194722595, 2, , <UNAVAIL>, HOSPICE CARE CORPORATION, , , , , , , , , , , , , , , , HIGHWAY 92 S, , ARTHURDALE, WV, 26520, US, 3048640884, , HIGHWAY 92 S, , ARTHURDALE, WV, 26520, US, 3048640884, , 06/30/2005, 07/08/2007, , , , , DAVIS, MALENE, , PRESIDENT/CEO, 3048640884, 251G00000X, 1289290, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0005151001, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MSN,  MBA, , , , , , , , , , , , , , , , 
1063419315, 2, , <UNAVAIL>, DODDRIDGE COUNTY BOARD OF HEALTH, , , , , , , , , , , , , , , , RR 2 BOX 54, , WEST UNION, WV, 264569512, US, 3048731531, , RR 2 BOX 54, , WEST UNION, WV, 264569512, US, 3048731531, , 07/01/2005, 07/09/2007, , , , , DAVIS, DEBBIE, , ADMINISTRATOR, 3048731531, 251E00000X, 008845, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0021476000, 05, WV, , 0021476001, 05, WV, , 0021476002, 05, WV, , 0021476003, 05, WV, , 0021476004, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1467459545, 2, , <UNAVAIL>, RIDER PHARMACY INC, , , , , , , RIDER PHARMACY, 3, , , , , , , , 303 MERCHANT STREET, , FAIRMONT, WV, 265552138, US, 3043662710, 3043663201, 303 MERCHANT ST, , FAIRMONT, WV, 265545213, US, 3043662710, 3043663116, 07/05/2005, 06/07/2017, , , , , RIDER, JONATHAN, , OWNER, 3043662710, 333600000X, AR5100792, WV, Y, 3336C0003X, , , N, 3336C0004X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 014225200, 05, WV, , 042783001, 05, WV, , 5001019, 01, , OTHER ID NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1093712168, 2, , <UNAVAIL>, DIGESTIVE DISEASE CONSULTANTS LLC, , , , , , , , , , , , , , , , 501 COLLIERS WAY, SUITE 301, WEIRTON, WV, 260625003, US, 3047239606, 3047233600, 501 COLLIERS WAY, SUITE 301, WEIRTON, WV, 260625003, US, 3047239606, 3047233600, 07/05/2005, 07/08/2007, , , , , PUREWAL, AMAN, S., MANAGING PARTNER, 3047239606, 207RG0100X, 19873, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1497752455, 2, , <UNAVAIL>, PINE VIEW NURSING & CONVALESCENT HOME, , , , , , , PINE VIEW NURSING & REHABILITATION, 3, , , , , , , , 400 MCKINLEY AVE, , HARRISVILLE, WV, 263621150, US, 3046432712, 3046434979, 400 MCKINLEY AVE, , HARRISVILLE, WV, 263621150, US, 3046432712, 3046434979, 07/06/2005, 07/08/2007, , , , , KIRK, LYNDA, C, SEC/TREAS, 3046432712, 314000000X, 19, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0003828000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1649277476, 2, , <UNAVAIL>, COMMUNITY HEALTH ASSOCIATION, , , , , , , JACKSON GENERAL HOSPITAL, 3, , , , , , , , PO BOX 720, 122 PINNELL STREET, RIPLEY, WV, 252710720, US, 3043731477, 3043722749, 122 PINNELL STREET, , RIPLEY, WV, 252710720, US, 3043731477, 3043722749, 07/07/2005, 12/16/2015, , , , , MCCOY, STEPHANIE, L, PRESIDENT CEO, 3043731475, 275N00000X, 52, WV, N, 282NC0060X, 52, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 512320, 01, WV, SWING BED, 51U018, 01, WV, SWING BED, 51-Z320, 01, WV, SWING BED, 5100181, 01, WV, MEDICARE- ID, 3810023822, 05, WV, , 3910000963, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1952308611, 2, , <UNAVAIL>, ACCESS AND MOBILITY ENTERPRISES INC, , , , , , , 101 MOBILITY OF WV, 3, , , , , , , , 302 VIRGINIA AVE, , HUNTINGTON, WV, 257011123, US, 3045226808, 3046976808, 302 VIRGINIA AVE, , HUNTINGTON, WV, 257011123, US, 3045226808, 3046976808, 07/07/2005, 02/06/2014, , , , , MURDOCK, ROBERT, N, OWNER, 3045226808, 332B00000X, 008857, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1649277559, 2, , <UNAVAIL>, NORTHWOOD HEALTH SYSTEMS INC, , , , , , , , , , , , , , , , PO BOX 6400, , WHEELING, WV, 260030801, US, 3042343500, 3042343511, 2121 EOFF ST, , WHEELING, WV, 260033805, US, 3042343570, 3042343596, 07/07/2005, 07/27/2007, , , , , RADAKOVICH, PETER, , PRESIDENT & CEO, 3042343500, 251S00000X, 13, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0005467003, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1770581233, 2, , <UNAVAIL>, GYNECOLOGIC ASSOCIATES PARKERSBURG INC, , , , , , , , , , , , , , , , 705 GARFIELD AVE, STE 400, PARKERSBURG, WV, 261015444, US, 3044854700, 3044854466, 705 GARFIELD AVE, STE 400, PARKERSBURG, WV, 261015444, US, 3044854700, 3044854466, 07/08/2005, 04/28/2010, , , , , WHITE, CURTIS, D., PRESIDENT, 3044854700, 207VG0400X, =========, WV, N, 207VX0000X, =========, WV, Y, 291U00000X, 51D0933835, WV, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1184622722, 2, , <UNAVAIL>, MARION COUNTY HEALTH DEPARTMENT HOME HEALTH SERVICE, , , , , , , , , , , , , , , , 300 2ND ST, , FAIRMONT, WV, 265542830, US, 3043665588, 3043669413, 300 2ND ST, , FAIRMONT, WV, 265542830, US, 3043665588, 3043669413, 07/08/2005, 04/20/2008, , , , , WHITE, LLOYD, R, ADMINISTRATOR, 3043665588, 251E00000X, 022188, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0022865001, 05, WV, , =========, 01, WV, INSURANCE COMPANIES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , RS MPH, , , , , , , , , , , , , , , , 
1235137753, 2, , <UNAVAIL>, PSYCHOTHERAPY PARTNERS PLLC, , , , , , , , , , , , , , , , 1105 9TH ST, , VIENNA, WV, 261052105, US, 3044226304, 3044854466, 1105 9TH ST, , VIENNA, WV, 261052105, US, 3044226304, 3044854466, 07/08/2005, 07/08/2007, , , , , COFFEY, HARRY, J., CEO, 3044226304, 103T00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2365355, 05, OH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PHD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1285632554, 2, , <UNAVAIL>, SVASAN INC., , , , , , , , , , , , , , , , PO BOX 779, , PARKERSBURG, WV, 261020779, US, 3044221430, 3044854466, 705 GARFIELD AVE, STE 180, PARKERSBURG, WV, 261015444, US, 3044221430, 3044854466, 07/12/2005, 04/20/2008, , , , , VASAN, SRINI, , OWNER, 3044221430, 2085R0001X, =========, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1942208145, 2, , <UNAVAIL>, CHARLESTON RADIATION THERAPY CONSULTANTS PLLC, , , , , , , , , , , , , , , , PO BOX 896158, , CHARLOTTE, NC, 282896158, US, 8004514959, 6027733664, 3415 MACCORKLE AVE SE, , CHARLESTON, WV, 253041334, US, 3043881790, 3043881768, 07/12/2005, 10/12/2017, , , , , HORTON, REBECCA, L, PROVIDER ENROLLMENT COORDINATOR, 8004514959, 174400000X, =========001, WV, N, 2085R0001X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0007557000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
