1619970795, 2, , <UNAVAIL>, SWEET MEDICAL CENTER INC, , , , , , , , , , , , , , , , PO BOX 309, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 419 PENNSYLVANIA ST, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 05/23/2005, 01/05/2012, , , , , PAYNE, JARED, N, EXECUTIVE DIRECTOR, 4063572403, 261QF0400X, 9791, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 730354, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MBA, , , , , , , , , , , , , , , , 
1427059070, 2, , <UNAVAIL>, NORTHERN MONTANA HOSPITAL, , , , , , , , , , , , , , , , PO BOX 1231, , HAVRE, MT, 595011231, US, 4062621302, 4062651651, 30 13TH ST, , HAVRE, MT, 595015222, US, 4062621302, 4062651651, 08/04/2005, 03/10/2008, , , , , HENRY, DAVID, C, PRESIDENT/CEO, 4062621302, 163W00000X, , , N, 207L00000X, , , N, 207P00000X, , , N, 207ZP0102X, , , N, 282N00000X, 10326, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0412308, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NORTHERN MONTANA HOSPITAL, <UNAVAIL>, MR., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , 
1073514428, 2, , <UNAVAIL>, PLENTYWOOD DRUG INC., , , , , , , PLENTYWOOD REXALL DRUG, 3, , , , , , , , 119 N MAIN ST, , PLENTYWOOD, MT, 592541817, US, 4067651810, , 119 N MAIN ST, , PLENTYWOOD, MT, 592541817, US, 4067651810, , 08/09/2005, 01/21/2016, , , , , EBERLING, MARVIN, A, OWNER, 4067651810, 332B00000X, 984, MT, N, 332BP3500X, 984, MT, N, 3336C0003X, 984, MT, Y, 3336L0003X, 984, MT, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 219219, 05, MT, , 1073514428, 01, MT, MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , R.PH, , , , , , , , , , , , , , , , 
1598766826, 2, , <UNAVAIL>, CENTRAL MONTANA IMAGING LLC, , , , , , , , , , , , , , , , 1417 9TH ST S, SUITE 102, GREAT FALLS, MT, 594054509, US, 4062160040, 4062160041, 1417 9TH ST S, SUITE 102, GREAT FALLS, MT, 594054509, US, 4062160040, 4062160041, 08/09/2005, 08/17/2011, , , , , POULSEN, JOHN, MARK, ADMINISTRATOR, 4067995880, 261QM1200X, 9758, MT, N, 261QR0200X, 9758, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0760058, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1245222306, 2, , <UNAVAIL>, LIVINGSTON HEALTHCARE, , , , , , , , , , , , , , , , 320 ALPENGLOW LN, , LIVINGSTON, MT, 590478506, US, 4068236414, 4068236287, 320 ALPENGLOW LN, , LIVINGSTON, MT, 590478506, US, 4062223541, 4062227606, 08/16/2005, 09/28/2017, , , , , LOWE, BREN, , CEO, 4068236411, 282NC0060X, 12556, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4100944, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1467445049, 2, , <UNAVAIL>, PONDERA MEDICAL CENTER, , , , , , , , , , , , , , , , PO BOX 758, , CONRAD, MT, 594250758, US, 4062713211, 4062713917, 805 SUNSET BOULEVARD, , CONRAD, MT, 594250758, US, 4062713211, 4062713917, 08/29/2005, 07/25/2013, , , , , OGBURN, WAYNE, , CEO, 4062713211, 282NC0060X, 9773, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 60712, 01, MT, BLUE CROSS / BLUE SHIELD, 0412709, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1265425854, 2, , <UNAVAIL>, PONDERA MEDICAL CENTER, , , , , , , , , , , , , , , , 805 SUNSET BLVD, P O BOX 758, CONRAD, MT, 594251717, US, 4062713211, 4062713917, 805 SUNSET BLVD, , CONRAD, MT, 594251717, US, 4062713211, 4062713917, 08/30/2005, 07/25/2013, , , , , OGBURN, WAYNE, , CEO, 4062713211, 314000000X, 9650, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0310232, 05, MT, , 40292, 01, MT, BCBS OF MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, PONDERA MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1720071368, 2, , <UNAVAIL>, DR. ROBERT J SHERER PC, , , , , , , VISION CARE CLINIC, 3, , , , , , , , 3226 10TH AVE S, , GREAT FALLS, MT, 594053449, US, 4062053552, 4069520019, 3226 10TH AVE S, , GREAT FALLS, MT, 594053449, US, 4062053552, 4069520019, 08/30/2005, 12/08/2015, , , , , SHERER, ROBERT, J, PRESIDENT/OWNER, 4062053552, 152W00000X, 557, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 048367, 05, MT, , 27940, 01, MT, BCBS, 0483067, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , O.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1396739793, 2, , <UNAVAIL>, HANDS IN MOTION OT LLC, , , , , , , , , , , , , , , , 2360 MULLAN RD, STE D, MISSOULA, MT, 598081811, US, 4065414263, 4065414264, 2360 MULLAN RD, STE D, MISSOULA, MT, 598081811, US, 4065414263, 4065414264, 08/31/2005, 07/22/2008, , , , , KRAMER, KAY, LYNN, OWNER / THERAPIST, 4065414263, 225XP0200X, 51, MT, Y, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DG4123, 01, MT, RAILROAD GRP, 5606124, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , OTRL,  CHT, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1437143484, 2, , <UNAVAIL>, HOSPICE OF MISSOULA LLC, , , , , , , , , , , , , , , , 800 KENSINGTON AVE, SUITE 209, MISSOULA, MT, 598015674, US, 4065434408, 4065434418, 800 KENSINGTON AVE, SUITE 209, MISSOULA, MT, 598015674, US, 4065434408, 4065434418, 09/06/2005, 07/09/2007, , , , , JACKSON, GREGORY, , OWNER, 4065434408, 251G00000X, 9596, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0750210, 05, MT, , 350190, 01, MT, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1447244140, 2, , <UNAVAIL>, FIELD OF DREAMS PC, , , , , , , BOZEMAN URGENT CARE, 3, , , , , , , , 1006 W MAIN ST, , BOZEMAN, MT, 597153219, US, 4065868711, 4065872602, 1006 W MAIN ST, , BOZEMAN, MT, 597153219, US, 4065868711, 4065872602, 09/08/2005, 10/27/2008, , , , , WISE, JOHN, MICHAEL, DIRECTOR, 4065868711, 174400000X, 4048, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1215922513, 2, , <UNAVAIL>, SIDNEY HEALTH CENTER, , , , , , , , , , , , , , , , 104 14TH AVE NW, , SIDNEY, MT, 592703525, US, 4064882300, 4064882260, 104 14TH AVE NW, , SIDNEY, MT, 592703525, US, 4064882300, 4064882260, 09/13/2005, 02/12/2014, , , , , LIVERS, THEREAS, A, ADMINISTRATOR, 4064882320, 261QA0600X, 10340, MT, N, 314000000X, 9669, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0351645, 05, MT, , 0310245, 05, MT, , 0349323, 05, MT, , 0532077, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SIDNEY HEALTH CENTER, <UNAVAIL>, MRS., , LNHA,  RN, , , , , , , , , , , , , , , , 
1124013719, 2, , <UNAVAIL>, WHITEHALL MEDICAL CLINIC, , , , , , , , , , , , , , , , PO BOX 339, 108 FIRST ST W, WHITEHALL, MT, 597590339, US, 4062873003, 4062873014, 108 W 1ST ST, , WHITEHALL, MT, 597590339, US, 4062873003, 4062873014, 09/20/2005, 04/16/2010, , , , , SACRY, GAYLE, FAYE, GENERAL PARTNER, 4062873003, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 184739200, 01, MT, FEDERAL WORK COMP CLINIC, 27D0410762, 01, MT, PRACTICE CLIA ID, 9989993, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1790771699, 2, , <UNAVAIL>, SIDNEY HEALTH CENTER, , , , , , , SIDNEY HEALTH CENTER PHARMACY, 3, , , , , , , , 216 14TH AVE SW, , SIDNEY, MT, 592703519, US, 4064882163, 4064882238, 216 14TH AVE SW, , SIDNEY, MT, 592703519, US, 4064882163, 4064882238, 09/26/2005, 10/17/2016, , , , , BEYERLE, LYNNE, , DIRECTOR OF PHARMACY, 4064882131, 3336I0012X, PHA-PHI-LIC-1013, MT, Y, 3336L0003X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2050009, 01, , PK, 2702757, 05, MT, , 221871, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PHARMD RPH, , , , , , , , , , , , , , , , 
1891781787, 2, , <UNAVAIL>, SOUTH CENTRAL MONTANA REGIONAL MENTAL HEALTH CENTER, , , , , , , , , , , , , , , , PO BOX 219, , BILLINGS, MT, 591030219, US, 4062525658, 4062383617, 1245 N 29TH ST, , BILLINGS, MT, 591010122, US, 4062525658, 4062383617, 09/26/2005, 05/06/2015, , , , , METTLER, BARBARA, , EXECUTIVE DIRECTOR, 4062525658, 261QM0801X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , VENDOR #0216104, 05, MT, , VENDOR #0177769, 05, MT, , VENDOR #0177786, 05, MT, , VENDOR #0216125, 05, MT, , CS701326, 01, , RR MEDICARE GROUP NUMBER, VENDOR #0177775, 05, MT, , VENDOR #0216112, 05, MT, , CD-1841, 01, , RR MEDICARE GROUP NUMBER, VENDOR #0216121, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1518954106, 2, , <UNAVAIL>, INTERMOUNTAIN DEACONESS HOME, , , , , , , INTERMOUNTAIN, 3, , , , , , , , 500 S. LAMBORN ST., , HELENA, MT, 596015417, US, 4064427920, 4064427949, 500 S. LAMBORN ST., , HELENA, MT, 596015417, US, 4064427920, 4064427949, 09/29/2005, 10/25/2011, , , , , FITZGERALD, JIM, , EXECUTIVE DIRECTOR, 4064427920, 2084P0804X, 6560, MT, N, 251S00000X, 0007148-001, MT, N, 251S00000X, 7148, MT, N, 320800000X, 0007148-005, MT, N, 322D00000X, 0007148-005, MT, Y, 322D00000X, 7148, MT, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 118301001, 05, WY, , SP516MT, 05, AK, , 118301000, 05, WY, , HS775PI, 05, AK, , OT287MT, 05, AK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1629065883, 2, , <UNAVAIL>, GREAT PLAINS HEALTH COMPANY, , , , , , , , , , , , , , , , 506 N 32ND ST, , BILLINGS, MT, 591016003, US, 4062378906, 4062592797, 506 N 32ND ST, , BILLINGS, MT, 591016003, US, 4062378906, 4062592797, 10/03/2005, 07/09/2007, , , , , SCOTT, DONNA, , OFFICE MANAGER, 4062375906, 332B00000X, 18441, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 311550, 01, MT, BLUE CROSS AND BLUE SHIEL, 5606753, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , RT, , , , , , , , , , , , , , , , 
1982691143, 2, , <UNAVAIL>, APPLIED HEALTH SERVICES INC, , , , , , , KALISPELL MEDICAL EQUIPMENT, 3, , , , , , , , 55 3RD AVENUE EAST N, , KALISPELL, MT, 599014108, US, 4067526111, 4062572360, 55 3RD AVENUE EAST N, , KALISPELL, MT, 599014108, US, 4067526111, 4062572360, 10/03/2005, 04/21/2010, , , , , STEVENS, VELINDA, J, CEO/PRESIDENT, 4067521724, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0568776, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1780671834, 2, , <UNAVAIL>, TOOLE COUNTY, , , , , , , MARIAS MEDICAL CENTER, 3, , , , , , , , 640 PARK AVE, , SHELBY, MT, 594741663, US, 4064343200, , 640 PARK AVE, , SHELBY, MT, 594741663, US, 4064343200, , 10/04/2005, 07/08/2007, , , , , MCKEEN, JOHN, D, CFO, 4064343207, 251E00000X, 10061, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1497742415, 2, , <UNAVAIL>, TOOLE COUNTY, , , , , , , MARIAS MEDICAL CENTER, 3, , , , , , , , PO BOX 915, , SHELBY, MT, 594740915, US, 4064343200, , 640 PARK AVE, , SHELBY, MT, 594741663, US, 4064343207, , 10/04/2005, 04/25/2008, , , , , HEYDON, MARCIA, , BUSINESS OFFICE MANAGER, 4064343200, 282NC0060X, 9688, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0413049, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1710974720, 2, , <UNAVAIL>, TOOLE COUNTY, , , , , , , MARIAS MEDICAL CENTER, 3, , , , , , , , PO BOX 915, , SHELBY, MT, 594740915, US, , , 640 PARK AVE, , SHELBY, MT, 594741663, US, 4064343200, , 10/04/2005, 04/25/2008, , , , , HEYDON, MARCIA, , BUSINESS OFFICE MANAGER, 4064343200, 314000000X, 10065, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0315666, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1073500872, 2, , <UNAVAIL>, COONEY HEALTH CARE INC, , , , , , , APPLE REHAB COONEY, 3, , , , , , , , 2555 E BROADWAY ST, , HELENA, MT, 596014990, US, 4064471651, 4064471654, 2555 E BROADWAY ST, , HELENA, MT, 596014990, US, 4064471651, 4064471653, 10/05/2005, 11/20/2012, , , , , FOLEY, BRENDAN, , PRESIDENT, 8609895053, 314000000X, 10431, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 310-804, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1659368512, 2, , <UNAVAIL>, TOOLE COUNTY, , , , , , , MARIAS MEDICAL CENTER CAH, 3, , , , , , , , PO BOX 915, , SHELBY, MT, 594740915, US, 4064343200, , 640 PARK AVE, , SHELBY, MT, 594741663, US, 4064343200, , 10/05/2005, 08/07/2015, , , , , HEYDON, MARCIA, , BUSINESS OFFICE MANAGER, 4064343200, 282NC0060X, , MT, N, 3416L0300X, 030, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0446212, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1871581207, 2, , <UNAVAIL>, ROSAUERS SUPERMARKETS INC, , , , , , , ROSAUERS PHARMACY, 3, , , , , , , , PO BOX 9000, , SPOKANE, WA, 992099000, US, , , 703 W 9TH ST, , LIBBY, MT, 599231632, US, 4062937702, 4062937703, 10/10/2005, 09/13/2007, , , , , PHILIPPS, JEFFRY, , PRES, 5093268900, 333600000X, , , N, 3336C0003X, 673MT, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2703115, 01, , OTHER ID NUMBER, 05600712, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
