1083617013, 2, , <UNAVAIL>, MANCHESTER COMMUNITY HEALTH CENTER, , , , , , , , , , , , , , , , 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 05/23/2005, 06/02/2016, , , , , MCCRACKEN, KRISTEN, , PRESIDENT CEO, 6039355210, 261QF0400X, , NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3080891, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1861491334, 2, , <UNAVAIL>, STATE OF NEW HAMPSHIRE, , , , , , , NH HOSPITAL, 3, , , , , , , , 36 CLINTON ST, , CONCORD, NH, 033012359, US, 6032715847, 6032715845, 36 CLINTON ST, , CONCORD, NH, 033012359, US, 6032715383, 6032715845, 07/18/2005, 03/25/2010, , , , , GAGNON, SHEILA, M, DIRECTOR OF FINANCIAL SERVICES, 6032715847, 283Q00000X, =========, NH, Y, 323P00000X, =========, NH, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30003469, 05, NH, , 30003470, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1336148634, 2, , <UNAVAIL>, JORDAN FAMILY EYECARE, , , , , , , , , , , , , , , , 8 LILAC MALL, , ROCHESTER, NH, 038671350, US, 6033356666, 6033351435, 8 LILAC MALL, , ROCHESTER, NH, 038671350, US, 6033356666, 6033351435, 07/19/2005, 07/08/2007, , , , , ECKSTEIN, CHRISTINE, L, BILLING SPECIALIST, 6033356666, 152W00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1033118104, 2, , <UNAVAIL>, WENTWORTH DOUGLASS HOSPITAL, , , , , , , , , , , , , , , , 789 CENTRAL AVENUE, , DOVER, NH, 038202526, US, 6037402400, 6037402244, 789 CENTRAL AVENUE, , DOVER, NH, 038202526, US, 6037402400, 6037402244, 07/20/2005, 04/09/2012, , , , , WALCEK, PETER, E, CFO OF FINANCE, 6037402804, 282N00000X, 00010, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80300018, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1912906959, 2, , <UNAVAIL>, LAKES REGION VISITING NURSE ASSOCIATION, , , , , , , , , , , , , , , , 186 WAUKEWAN ST, , MEREDITH, NH, 032536023, US, 6032796611, 6032792256, 186 WAUKEWAN ST, , MEREDITH, NH, 032536023, US, 6032796611, 6032792256, 07/20/2005, 05/03/2016, , , , , GONZALO, CHERYL, A, EXECUTIVE DIRECTOR, 6032796611, 251E00000X, 02708, NH, N, 251E00000X, 03714, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3078140, 01, NH, MEDICAID HCBC, 3078971, 05, NH, , 7HK, 01, NH, ANTHEM BLUE CROSS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , RN, , , , , , , , , , , , , , , , 
1396744413, 2, , <UNAVAIL>, AFFILIATES IN PODIATRY, , , , , , , , , , , , , , , , 248 PLEASANT ST, STE 203, CONCORD, NH, 033012588, US, 6032255281, 6032287095, 248 PLEASANT ST, STE 203, CONCORD, NH, 033012588, US, 6032255281, 6032287095, 07/20/2005, 11/04/2009, , , , , MCCANN, WILLIAM, N, PRESIDENT/CEO, 6032255281, 213E00000X, =========, NH, Y, 332B00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30003710, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , DPM, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1437158433, 2, , <UNAVAIL>, EXETER HOSPITAL INC, , , , , , , , , , , , , , , , 7 HOLLAND WAY, SECOND FLOOR, EXETER, NH, 038332937, US, 6035807936, 6035807946, 5 ALUMNI DRIVE, , EXETER, NH, 038334831, US, 6037787311, 6035807946, 07/20/2005, 04/11/2008, , , , , O'LEARY, KEVIN, J, CFO TREASURER, 6035806695, 282N00000X, 01761, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40800023, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1972503779, 2, , <UNAVAIL>, GOOD SHEPHERD REHABILITATION AND NURSING CENTER, , , , , , , GOOD SHEPHERD HEALTH CARE CENTER, 4, , , , , , , , 20 PLANTATION DR, , JAFFREY, NH, 034526631, US, 6035328762, 6035326057, 20 PLANTATION DR, , JAFFREY, NH, 034526631, US, 6035328762, 6035326057, 07/22/2005, 03/27/2008, , , , , NUNN, ANN, E., ADMINISTRATOR, 6035328762, 314000000X, 01621, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30003252, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NEW HAMPSHIRE CATHOLIC CHARITIES, <UNAVAIL>, MRS., , RN,  MHA, , , , , , , , , , , , , , , , 
1831199488, 2, , <UNAVAIL>, UPPER CONNECTICUT VALLEY HOME HEALTH, , , , , , , , , , , , , , , , 181 CORLISS LN, , COLEBROOK, NH, 035763207, US, 6032374971, 6032379834, 181 CORLISS LN, , COLEBROOK, NH, 035763207, US, 6032374971, 6032379834, 07/26/2005, 07/09/2007, , , , , COVILL, SHARON, E., DIRECTOR, 6032374971, 251E00000X, 02092, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 40307041, 05, NH, , 40000391, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , RN, BSN, , , , , , , , , , , , , , , , 
1841290939, 2, , <UNAVAIL>, COUNTY OF HILLSBOROUGH, , , , , , , , , , , , , , , , 400 MAST RD, , GOFFSTOWN, NH, 030452427, US, 6036275540, 6036275547, 400 MAST RD, , GOFFSTOWN, NH, 030452427, US, 6036275540, 6036275547, 07/29/2005, 12/12/2014, , , , , MOOREHEAD, BRUCE, C, ADMINISTRATOR, 6036275540, 313M00000X, 00640, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 83016930, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , NHA, , , , , , , , , , , , , , , , 
1760482830, 2, , <UNAVAIL>, EXETER WOMEN'S CARE PA, , , , , , , , , , , , , , , , 9 BUZELL AVE, STE 5, EXETER, NH, 038332522, US, 6037787755, 6037721529, 9 BUZELL AVE, STE 5, EXETER, NH, 038332522, US, 6037787755, 6037721529, 07/29/2005, 07/08/2007, , , , , GAW, WILLIAM, HERBERT, PRESIDENT, 6037787755, 207V00000X, 6167, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00000073, 05, NH, , 2350, 01, NH, CIGNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1649271156, 2, , <UNAVAIL>, ROSS FUNERAL HOME INC, , , , , , , ROSS AMBULANCE SERVICE, 3, , , , , , , , PO BOX 632, , LITTLETON, NH, 035610632, US, 6034445377, 6034446636, 282 W MAIN ST, , LITTLETON, NH, 035613517, US, 6034445377, 6034446636, 08/09/2005, 07/08/2007, , , , , ROSS-SMITH, TAMMY, C, CO-OWNER, 6034445377, 3416L0300X, 0065, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10176, 01, NH, CIGNA HEALTHSOURCE, 801384, 01, NH, TUFTS, 0005213119, 01, NH, AETNA, 700489, 01, NH, HARVARD PILGRIM HEALTHCAR, 7106256Y0NH01, 01, NH, ANTHEM BCBS, 87726, 01, NH, UNITED HEALTHCARE, 30823543, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1174524680, 2, , <UNAVAIL>, BRENDA D BERKAL DMD PC, , , , , , , , , , , , , , , , 4 BIRCH ST, , DERRY, NH, 030382136, US, 6034344090, 6034347940, 4 BIRCH ST, , DERRY, NH, 030382136, US, 6034344090, 6034347940, 08/09/2005, 07/08/2007, , , , , BERKAL, BRENDA, DIANE, AUTHORIZED OFFICIAL, 6034344090, 122300000X, 1712, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , DMD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1720089832, 2, , <UNAVAIL>, TOWN OF AMHERST, , , , , , , AMHERST RESCUE SQUAD, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 175 AMHERST ST, , AMHERST, NH, 030312951, US, 6036737030, , 08/10/2005, 09/27/2013, , , , , GLEASON, BRIAN, , EMS DIRECTOR, 6036737030, 3416L0300X, 0002, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 703957, 01, NH, HARVARD PILGRIM, 805950, 01, NH, TUFTS HEALTH PLAN, 30820319, 05, NH, , 7106258Y0NH01, 01, NH, MEDICOMP NH, 590014356, 01, NH, RR MEDICARE, 7106258Y0NH01, 01, NH, ANTHEM BLUE CROSS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1346242450, 2, , <UNAVAIL>, TOWN OF ANTRIM, , , , , , , ANTRIM FIRE DEPARTMENT/AMBULANCE, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 66 MAIN ST, , ANTRIM, NH, 034403906, US, 6035886785, , 08/10/2005, 09/27/2013, , , , , STEARNS, GALEN, , MANAGER, 6035886785, 341600000X, 0004, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30823383, 05, NH, , 71Y008212NH01, 01, NH, ANTHEM BLUE CROSS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1689676561, 2, , <UNAVAIL>, TOWN OF ALTON, , , , , , , ALTON FIRE RESCUE DEPARTMENT, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 65 FRANK GILMAN HIGHWAY, , ALTON, NH, 03809, US, 6038750222, , 08/11/2005, 09/27/2013, , , , , WILLIAM, SCOTT, , CHIEF, 6038750222, 3416L0300X, 0256, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30820785, 05, NH, , 806687, 01, NH, TUFTS HEALTH PLAN, 71Y002989NH01, 01, NH, ANTHEM BLUE CROSS, 590013757, 01, NH, RR MEDICARE, 71Y002989NH01, 01, NH, MEDICOMP, 704203, 01, NH, HARVARD PILGRIM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1831191659, 2, , <UNAVAIL>, ELLIOT PHYSICIANS NETWORK, , , , , , , , , , , , , , , , 1070 HOLT AVE, UNIT 1 SUITE 2200, MANCHESTER, NH, 031095603, US, 6036634900, 6036634984, 1070 HOLT AVENUE, UNIT 1 SUITE 2200, MANCHESTER, NH, 03109, US, 6036634900, 6036634984, 08/11/2005, 01/27/2014, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS & FINANCE, 6036634904, 207Q00000X, =========, NH, Y, 207R00000X, =========, NH, N, 207RG0300X, =========, NH, N, 208000000X, =========, NH, N, 261QU0200X, 03977, NH, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CG2227, 01, NH, RR MEDICARE GROUP #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , 
1437151040, 2, , <UNAVAIL>, SAFETY RESOURCES GROUP EMS INC, , , , , , , SRG EMS, 5, , , , , , , , 250 COMMERCIAL ST, SUITE 1014, MANCHESTER, NH, 031011142, US, 6036249119, 6036249120, 250 COMMERCIAL ST, SUITE 1014, MANCHESTER, NH, 031011142, US, 6036249119, 6036249120, 08/12/2005, 07/09/2007, , , , , GOREN, WILLIAM, MICHAEL, PRESIDENT, 6036249119, 3416L0300X, 0413, NH, X, 343900000X, 0413, NH, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 71Y008160NH01, 01, NH, BCBS PROVIDER #, 30823502, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1750383121, 2, , <UNAVAIL>, TOWN OF ASHLAND, , , , , , , ASHLAND FIRE DEPARTMENT, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 9 S MAIN ST, , ASHLAND, NH, 032179747, US, 6039687772, , 08/15/2005, 09/27/2013, , , , , HEATH, STEVE, , MANAGER, 6039687772, 3416L0300X, 0158, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 704946, 01, NH, HARVARD PILGRIM, 30821083, 05, NH, , 71Y004976NH01, 01, NH, ANTHEM BLUE CROSS, 806896, 01, NH, TUFTS HEALTH PLAN, 1720261, 05, MA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1912909342, 2, , <UNAVAIL>, TOWN OF BARNSTEAD, , , , , , , BARNSTEAD FIRE RESCUE INC., 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 106 S BARNSTEAD RD, , CENTER BARNSTEAD, NH, 032253606, US, 6034356691, , 08/15/2005, 09/06/2016, , , , , MULCAHY, SHAWN, , CHIEF, 6034356691, 3416L0300X, 0063, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 703657, 01, NH, HARVARD PILGRIM, 7107925Y0NH01, 01, NH, ANTHEM BLUE CROSS, 590013389, 01, NH, RR MEDICARE, 7107925Y0NH01, 01, NH, MEDICOMP, 30010543, 05, NH, , 801047, 01, NH, TUFTS HEALTH CARE, 0029319, 01, NH, NEIGHBORHOOD HEALTH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1235131798, 2, , <UNAVAIL>, MWV HEALTH CARE ASSOC, , , , , , , MWV PHARMACY, 3, , , , , , , , PO BOX 2540, , N CONWAY, NH, 038602540, US, 6033560232, 6033560275, 3073 WHITE MOUNTAIN HWY, , N CONWAY, NH, 038605111, US, 6033560232, 6033560275, 08/15/2005, 01/13/2009, , , , , SPINNEY, JANICE, , PHARMACIST IN CHARGE, 6033560232, 3336C0003X, 0515P, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30010294, 05, NH, , 3005851, 01, , NABP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , RPH, , , , , , , , , , , , , , , , 
1447242375, 2, , <UNAVAIL>, BEL-AIR ASSOCIATES, , , , , , , BEL-AIR NURSING HOME, 3, , , , , , , , 29 CENTER ST, , GOFFSTOWN, NH, 030452948, US, 6034974871, 6034972936, 29 CENTER ST, , GOFFSTOWN, NH, 030452948, US, 6034974871, 6034972936, 08/17/2005, 07/09/2007, , , , , LENOX, ROBERT, WILLIAM, ADMINISTRATOR, 6034974871, 314000000X, 01133, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00000594, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , NHA MBA, , , , , , , , , , , , , , , , 
1629060926, 2, , <UNAVAIL>, THE MEMORIAL HOSPITAL, , , , , , , MWV HEALTHCARE, 3, , , , , , , , PO BOX 2540, , NORTH CONWAY, NH, 038602540, US, 6033565472, , 3073 WHITE MOUNTAIN HWY, , NORTH CONWAY, NH, 038605111, US, 6033565472, , 08/22/2005, 11/23/2010, , , , , MCKINNON, SCOTT, K., PRESIDENT & CEO, 6033565461, 207Q00000X, , , Y, 207R00000X, , , N, 207RC0000X, , , N, 207RE0101X, , , N, 207RH0003X, , , N, 208600000X, , , N, 208800000X, , , N, 363LF0000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , FACHE, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , 
