1477556231, 2, , <UNAVAIL>, UNIVERSITY OPHTHALMOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 05/24/2005, 09/09/2009, , , , , CHEN, CHING, JYGH, MANAGING PARTNER, 6019845022, 207W00000X, 08640, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015396, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M. D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1619973542, 2, , <UNAVAIL>, SOUTH CENTRAL REGIONAL MEDICAL CENTER, , , , , , , , , , , , , , , , 1220 JEFFERSON ST, , LAUREL, MS, 394404355, US, 6013996103, 6013996254, 1220 JEFFERSON ST, , LAUREL, MS, 394404355, US, 6014264000, 6014264228, 06/24/2005, 04/25/2008, , , , , CANIZARO, JAMES, T, CFO, 6014264504, 282N00000X, 11-153, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 08759070, 05, MS, , 000020141, 01, MS, BLUE CROSS, 00020141, 05, MS, , =========012, 01, , TRICARE, 09013315, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1114923059, 2, , <UNAVAIL>, SOUTH CENTRAL REGIONAL MEDICAL CENTER, , , , , , , SOUTH CENTRAL EXTENDED CARE FACILITY, 3, , , , , , , , PO BOX 607, , LAUREL, MS, 394410607, US, 6013996103, 6013996254, 305 E IVY ST, , ELLISVILLE, MS, 394372746, US, 6014779381, 6014779870, 06/24/2005, 11/16/2007, , , , , CANIZARO, JAMES, T, CFO, 6014264504, 314000000X, 11153, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1164428868, 2, , <UNAVAIL>, JACKSON EYE ASSOCIATES PLLC, , , , , , , , , , , , , , , , P O BOX 23665, STE 403, JACKSON, MS, 392253665, US, 6013532020, 6013525988, 1200 N STATE ST, SUITE 330, JACKSON, MS, 392022000, US, 6013532020, 6013525988, 06/27/2005, 05/19/2015, , , , , MCVEY, JOHN, H, MANAGING PARTNER, 6013532020, 207W00000X, 0506678, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 03189030, 05, MS, , 529921670, 05, AL, , =========, 01, MS, TAX I.D. #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JACKSON EYE ASSOCIATES PLLC, <UNAVAIL>, DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1588660336, 2, , <UNAVAIL>, SOUTH CENTRAL REGIONAL MEDICAL CENTER, , , , , , , , , , , , , , , , PO BOX 607, , LAUREL, MS, 394410607, US, (601) 426-4000, 6014264032, 1220 JEFFERSON ST, , LAUREL, MS, 394404355, US, 6014264000, 6014264032, 06/27/2005, 10/13/2017, , , , , CANIZARO, JAMES, T, CFO, 6014264396, 332B00000X, 11153, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00440336, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1518963123, 2, , <UNAVAIL>, MIDSOUTH PAIN TREATMENT CENTER, , , , , , , , , , , , , , , , PO BOX 245, , SOUTHAVEN, MS, 386710003, US, 6623499990, 6623492620, 122 AIRWAYS PL, , SOUTHAVEN, MS, 386715872, US, 6623499990, 6623492620, 06/28/2005, 12/12/2007, , , , , CARNAHAN, MELANIE, J, OFFICE MANAGER, 6623499990, 261QA1903X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1619974961, 2, , <UNAVAIL>, PHARM NET INC, , , , , , , PHARM NET, 3, , , , , , , , 403 SUMMIT ST, , WINONA, MS, 389672113, US, 6622831331, 6622831333, 403 SUMMIT ST, , WINONA, MS, 389672113, US, 6622831331, 6622831333, 07/01/2005, 07/10/2014, , , , , DEVINE, MICHAEL, , OWNER, 6622831331, 333600000X, , , N, 3336C0003X, 048832.0, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2046282, 01, , PK, 0330584, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1740287028, 2, , <UNAVAIL>, SOUTHERN PULMONARY CARE SERVICES INC, , , , , , , , , , , , , , , , PO BOX 41, , PONTOTOC, MS, 388630041, US, 6624893116, 6624893388, 316A COFFEE ST, , PONTOTOC, MS, 388632606, US, 6624893116, 6624893388, 07/01/2005, 08/02/2011, , , , , MAHON, CARL, WAYNE, OWNER, 6624893116, 183500000X, 04138102.5, MS, Y, 332BX2000X, 02615/11.1, MS, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00040190, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , CRT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1861499089, 2, , <UNAVAIL>, HELPING HANDS HOSPICE, , , , , , , HOSPICE IN HIS HANDS, 3, , , , , , , , 242 THAGGARD RD, , CARTHAGE, MS, 390519517, US, 6012676830, 6012676690, 242 THAGGARD RD, , CARTHAGE, MS, 390519517, US, 6012676830, 6012676690, 07/01/2005, 07/08/2007, , , , , ANDERSON, LORIE, MICHELLE, VICE PRESIDENT, 6012676830, 251G00000X, 067, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0770517, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , RN,  CHPN,  CD, , , , , , , , , , , , , , , , 
1730186982, 2, , <UNAVAIL>, MISSISSIPPI DISCOUNT DRUGS OF CLINTON INC, , , , , , , MISSISSIPPI DISCOUNT DRUGS HEALTH MART, 3, , , , , , , , 224 CLINTON BLVD, , CLINTON, MS, 390565126, US, 6019245212, 6019244649, 224 CLINTON BLVD, , CLINTON, MS, 390565126, US, 6019245212, 6019244649, 07/02/2005, 08/02/2011, , , , , PARKS, CARY, , GENERAL MGR AND OWNER, 6019245212, 332B00000X, , , N, 333600000X, , , N, 3336C0003X, 00837/01.1, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0330602, 05, MS, , 2501561, 01, , NCPDP PROVIDER IDENTIFICATION NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , ACCOUNTING, , , , , , , , , , , , , , , , 
1659378610, 2, , <UNAVAIL>, DELTA HEALTH CENTER INC, , , , , , , , , , , , , , , , 702 MARTIN LUTHER KING ST, POST OFFICE BOX 900, MOUND BAYOU, MS, 387620900, US, 6627412151, 6627412700, 702 MARTIN LUTHER KING ROAD, , MOUND BAYOU, MS, 387629314, US, 6627412151, 6627412700, 07/06/2005, 12/02/2010, , 07/17/2007, 08/08/2007, , FAIRMAN, JOHN, , CEO, 6627412151, 261QF0400X, =========, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09013118, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , CEO, , , , , , , , , , , , , , , , 
1578560371, 2, , <UNAVAIL>, COMPLETE HOME CARE INC, , , , , , , , , , , , , , , , 3207 MULLINS DR, , CORINTH, MS, 388348571, US, 6622863700, 6622863343, 3207 MULLINS DR, , CORINTH, MS, 388348571, US, 6622863700, 6622863343, 07/07/2005, 08/29/2012, , , , , QUINN, CHARLES, GREGORY, OWNER, 6622863700, 332B00000X, 30739, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00440163, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1689671588, 2, , <UNAVAIL>, NORTH MISSISSIPPI HEMATOLOGY & ONCOLOGY ASSOCIATES LTD, , , , , , , , , , , , , , , , 961 SOUTH GLOSTER STREET, , TUPELO, MS, 388016343, US, 6628449166, , 961 SOUTH GLOSTER STREET, , TUPELO, MS, 388016343, US, 6628449166, , 07/07/2005, 01/23/2015, , , , , HILL, JULIAN, B, PRESIDENT, 6628449166, 207RH0003X, 08548, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09013493, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1144227901, 2, , <UNAVAIL>, AARON E HENRY COMMUNITY HEALTH, , , , , , , , , , , , , , , , 510 HIGHWAY 322, P O BOX 1216, CLARKSDALE, MS, 386144717, US, 6626244292, 6626244354, 800 OHIO AVE, , CLARKSDALE, MS, 386147200, US, 6626244292, 6626244354, 07/07/2005, 06/14/2011, , , , , TAYLOR, AURELIA, , CHEIF EXECUTIVE OFFICER, 6626244292, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09010039, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1427056001, 2, , <UNAVAIL>, INTERNAL MEDICINE RURAL HEALTH CLINIC OF NEW ALBANY PA, , , , , , , NEW ALBANY MEDICAL GROUP, 3, , , , , , , , 300 OXFORD RD, , NEW ALBANY, MS, 386523117, US, 6625348166, 6625348132, 300 OXFORD RD, , NEW ALBANY, MS, 386523117, US, 6625348166, 6625348132, 07/08/2005, 07/02/2014, , , , , BARKLEY, THOMAS, FORD, PARTNER- VICE PRESIDENT, 6625348166, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09014297, 05, MS, , DA8144, 01, , RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1144228412, 2, , <UNAVAIL>, MED-MART HOME CARE INC, , , , , , , , , , , , , , , , PO BOX 616, , PONTOTOC, MS, 388630616, US, 6624899330, , 225 MAGGIE DR, , PONTOTOC, MS, 388638631, US, 6624899330, 6624899363, 07/12/2005, 09/27/2011, , , , , BUTLER, KENNEY, BLEASE, CO-OWNER, 6624899330, 332B00000X, 1132590001, MS, Y, 332BX2000X, 1132590001, MS, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0440402, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1003814104, 2, , <UNAVAIL>, AARON E HENRY COMMUNITY HEALTH, , , , , , , , , , , , , , , , 510 HIGHWAY 322, P O BOX 1216, CLARKSDALE, MS, 386144717, US, 6625631858, 6625630617, 216 HIGHWAY 51 N, , BATESVILLE, MS, 386062311, US, 6625631858, 6625630617, 07/12/2005, 10/06/2015, , , , , TAYLOR, AURELIA, , CHEIF EXECUTIVE OFFICER, 6626244292, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015069, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1609874700, 2, , <UNAVAIL>, AARON E HENRY COMMUNITY HEALTH, , , , , , , , , , , , , , , , 510 HIGHWAY 322, P O BOX 1216, CLARKSDALE, MS, 386144717, US, 6626244292, 6626244354, 1820 PEABODY ST, , TUNICA, MS, 386769441, US, 6623633656, 6623633789, 07/12/2005, 06/14/2011, , , , , TAYLOR, AURELIA, , CHEIF EXECUTIVE OFFICE, 6626244292, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09014578, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1538167564, 2, , <UNAVAIL>, AARON E. HENRY COMMUNITY HEALTH, , , , , , , QUTIMAN COUNTY SCHOOL BASED CLINIC, 3, , , , , , , , 510 HIGHWAY 322, P O BOX 1216, CLARKSDALE, MS, 386144717, US, 6626244292, 6626244354, HWY 3 SOUTH, , MARKS, MS, 38646, US, 6623264850, 6623267339, 07/13/2005, 10/08/2010, , , , , TAYLOR, AURELIA, , CHEIF EXECUTIVE OFFICER, 6626244292, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 06071341, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1912905993, 2, , <UNAVAIL>, AARON E HENRY COMMUNITY HEALTH, , , , , , , TUNICA ROSA FORT SCHOOL BASED CLINIC, 3, , , , , , , , 510 HIGHWAY 322, P O BOX 1216, CLARKSDALE, MS, 386144717, US, 6626244292, 6626244354, 744 SCHOOL ST, , TUNICA, MS, 386769369, US, 6623633971, 6623633789, 07/13/2005, 06/14/2011, , , , , TAYLOR, AURELIA, , CHEIF EXECUTIVE OFFICE, 6626244292, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 01173078, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1366440331, 2, , <UNAVAIL>, AARON E HENRY COMMUNITY HEALTH, , , , , , , MEDICAL MOBILE UNIT, 3, , , , , , , , 510 HIGHWAY 322, P O BOX 1216, CLARKSDALE, MS, 386144717, US, 6626244292, 6626244354, 510 HIGHWAY 322, , CLARKSDALE, MS, 386144717, US, 6626244292, 6626244354, 07/13/2005, 06/14/2011, , , , , TAYLOR, AURELIA, , CHEIF EXECUTIVE OFFICER, 6626244292, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 01085372, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1710985718, 2, , <UNAVAIL>, WOLF INDUSTRIES INC, , , , , , , GRACE HEALTHCARE INC., 3, , , , , , , , 1120 BROAD AVE, , GULFPORT, MS, 395012414, US, 2288633331, 2288633392, 1120 BROAD AVE, , GULFPORT, MS, 395012414, US, 2288633331, 2288633392, 07/13/2005, 09/06/2011, , , , , WOLF, DAVID, , PRESIDENT, 2288633331, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00440969, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1073511812, 2, , <UNAVAIL>, ONE SOURCE INC., , , , , , , , , , , , , , , , 3004 BIENVILLE BLVD, SUITE 1, OCEAN SPRINGS, MS, 395644370, US, 2288753828, , 3004 BIENVILLE BLVD, SUITE 1, OCEAN SPRINGS, MS, 395644370, US, 2288753828, , 07/13/2005, 12/19/2016, , , , , WADE, WILLIAM, KEITH, VICE PRESIDENT, 2288753828, 332B00000X, , MS, N, 335E00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0440404, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1396744926, 2, , <UNAVAIL>, LAUDERDALE COUNTY EMS DISTRICT, , , , , , , METRO AMBULANCE SERVICE, 3, , , , , , , , PO BOX 667, , MERIDIAN, MS, 393020667, US, 6014852958, 6014821316, 502 17TH AVE, , MERIDIAN, MS, 393015226, US, 6014852958, 6014821316, 07/15/2005, 03/09/2017, , , , , IRBY, TERRY, JOE, OFFICE MANAGER, 6014852958, 341600000X, 082-ALS-PARMEDIC, MS, Y, 343900000X, 082, MS, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0050884, 05, MS, , 290041290, 05, AL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
