1902809924, 2, , <UNAVAIL>, THE SALUDA COUNSELING SERVICES CENTER INC., , , , , , , THE SALUDA CENTER, 3, , , , , , , , 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 05/23/2005, 04/20/2008, , , , , JOHNSON, BARBARA, J, OFFICE MANAGER, 8033276103, 101YA0400X, , , N, 101YM0800X, , , Y, 101YP1600X, , , N, 101YP2500X, , , N, 1041C0700X, , , N, 106H00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========006, 01, SC, BCBS, =========003, 01, SC, BCBS, =========001, 01, SC, BCBS, =========002, 01, SC, BCBS, =========005, 01, SC, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1073518486, 2, , <UNAVAIL>, ROSANNE J HOOKS MD PA, , , , , , , INDEPENDENT PHYSICIANS GROUP, 3, , , , , , , , PO BOX 151, , NICHOLS, SC, 295810151, US, 8434641201, 8434641219, 1004 S MAIN ST, , MULLINS, SC, 295743920, US, 8434641201, 8434641219, 06/14/2005, 02/13/2008, , , , , HOOKS, WAYNE, , CFO, 8434641201, 207Q00000X, 110597, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PA 8599, 05, SC, , RHC 119, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1326043548, 2, , <UNAVAIL>, PALMETTO HEALTH TUOMEY, , , , , , , PALMETTO HEALTH TUOMEY, 3, , , , , , , , 129 N. WASHINGTON STREET, , SUMTER, SC, 291504949, US, 8037749482, 8037749031, 129 N. WASHINGTON STREET, , SUMTER, SC, 291504949, US, 8037749000, 8037749031, 06/15/2005, 02/29/2016, , , , , EDWARDS, MICHELLE, , SR. VP/CIO, 8034346930, 282N00000X, HTL096, SC, N, 282N00000X, HTL-096, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 145211, 05, SC, , 323436, 05, SC, , 400701, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1215932405, 2, , <UNAVAIL>, PROVIDENCE HOSPITAL NORTHEAST TRANSITIONAL CARE UNIT, , , , , , , PROVIDENCE NORTHEAST TCU, 3, , , , , , , , 2435 FOREST DR, , COLUMBIA, SC, 292042026, US, 8032565300, 8032565935, 120 GATEWAY CORPORATE BLVD, , COLUMBIA, SC, 292039802, US, 8038654500, 8038654515, 06/15/2005, 07/08/2007, , , , , KARAM, JUDITH, ANN, PRESIDENT AND CEO, 8032565313, 314000000X, 593N98, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CSA, , , , , , , , , , , , , , , , 
1598760456, 2, , <UNAVAIL>, WESLEY COMMONS, , , , , , , , , , , , , , , , 1110 MARSHALL RD, , GREENWOOD, SC, 29646, US, 8642277250, 8642277167, 1110 MARSHALL RD, , GREENWOOD, SC, 29646, US, 8642277250, 8642277167, 06/16/2005, 01/14/2013, , , , , CRIBBS, SUSAN, , CFO, 8642277160, 314000000X, NCF304, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 271877, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1942205950, 2, , <UNAVAIL>, PALMETTO PHARMACY ENTERPRISES LLC, , , , , , , PALMETTO PHARMACY ENTERPRISES LLC, 3, , , , , , , , PO BOX 853, , HAMPTON, SC, 299240853, US, , , 810 ELM ST E, , HAMPTON, SC, 299242610, US, 8039439327, 8039439329, 06/16/2005, 01/09/2012, , , , , HARDISON, RHONDA, , OWNER, 8039439327, 332B00000X, , , N, 333600000X, , , N, 3336C0003X, 50007543, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DE2489, 05, SC, , 775431, 05, SC, , 4225240, 01, , NCPDP PROVIDER IDENTIFICATION NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1114922283, 2, , <UNAVAIL>, FLORENCE COUNTY COMMISSION ON ALCOHOL AND DRU, , , , , , , CIRCLE PARK BEHAVIORAL HEALTH SERVICES, 3, , , , , , , , PO BOX 6196, , FLORENCE, SC, 29502, US, 8436653929, 8436671615, 601 GREG AVENUE, , FLORENCE, SC, 29501, US, 8436653928, 8436671615, 06/16/2005, 11/06/2009, , , , , TERRELL, WILLIAM, RUSSELL, DEPUTY CEO, 8436659349, 101YA0400X, , , N, 324500000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AD04FL, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1265437297, 2, , <UNAVAIL>, BARNWELL COUNTY HOSPITAL, , , , , , , , , , , , , , , , 811 REYNOLDS ROAD, , BARNWELL, SC, 298121573, US, 8035414161, 8035414160, 811 REYNOLDS ROAD, , BARNWELL, SC, 298121573, US, 8035414161, 8035414160, 06/16/2005, 12/31/2007, , , , , ALTMAN, ALEXANDER, B, CFO, 8035414161, 208D00000X, HTL485, SC, N, 282N00000X, 485, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 42U016, 01, , MEDICARE SWINGBED, 244338, 05, SC, , 430188, 05, SC, , 400168, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., III, , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1447255377, 2, , <UNAVAIL>, CHESTER DENTAL CARE, , , , , , , , , , , , , , , , 726 WILSON ST, , CHESTER, SC, 29706, US, 8035812345, 8035818854, 726 WILSON ST, , CHESTER, SC, 29706, US, 8035812345, 8035818854, 06/16/2005, 07/08/2007, , , , , ADKINSON, STEPHEN, C., OWNER, 8035812345, 1223G0001X, 2769, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ZA9771, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , D.M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1114922671, 2, , <UNAVAIL>, LONGS DRUGS OF PAMPLICO SOUTH CAROLINA INC, , , , , , , PAMPLICO PHARMACY, 3, , , , , , , , PO BOX 602690, , CHARLOTTE, NC, 282602690, US, 8434932311, 8434933005, 616 S WALNUT ST, , PAMPLICO, SC, 295830637, US, 8434932311, 8434933005, 06/20/2005, 05/15/2014, , , , , FROST, MARSHALL, , DIRECTOR OF BUSINESS DEVELOPMENT, 4045836945, 3336C0003X, 15054, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2128394, 01, , PK, 1114922671, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1134125669, 2, , <UNAVAIL>, IHC HOSPICE INC, , , , , , , ISLAND HOSPICE, 3, , , , , , , , PO BOX 8011, , SAVANNAH, GA, 314128011, US, 9126292727, 9122341718, 300 NEW RIVER PKWY, STE 7, HARDEEVILLE, SC, 299274450, US, 8432083660, 8432083464, 06/21/2005, 07/10/2008, , , , , BOLCH, ELLEN, B, PRESIDENT/CEO, 9126292727, 251G00000X, HPC115, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , HSP059, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1043215569, 2, , <UNAVAIL>, SUMTER COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE, , , , , , , , , , , , , , , , 115 N HARVIN ST, , SUMTER, SC, 291504956, US, 8037756815, 8037736232, 115 N HARVIN ST, , SUMTER, SC, 291504956, US, 8037756815, 8037736232, 06/21/2005, 07/09/2007, , , , , BATEN, EUGENE, R, EXECUTIVE DIRECTOR, 8037756815, 101YA0400X, DHEC OPT-011, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AB18SU, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , LMSW, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1770589178, 2, , <UNAVAIL>, ST FRANCIS PHYSICIAN SERVICES INC, , , , , , , PREMIER FAMILY MEDICINE, 3, , , , , , , , PO BOX 743294, , ATLANTA, GA, 303743294, US, 8642869050, 8642866885, 304 ASHBY PARK LN, , GREENVILLE, SC, 296076903, US, 8642869050, 8642866885, 06/22/2005, 10/18/2016, , , , , GAY, WILBUR, R, VICE PRESIDENT OF FINANCE-BSMG, 8646053721, 207Q00000X, 8157, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP2943, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ST FRANCIS PHYSICIAN SERVICES INC, <UNAVAIL>, , III, , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1396741542, 2, , <UNAVAIL>, BEARWOOD AMBULATORY SURGERY CENTER, , , , , , , , , , , , , , , , 3031 N HIGHWAY 81, , ANDERSON, SC, 296213621, US, 8642267371, 8642268367, 3031 N HIGHWAY 81, , ANDERSON, SC, 296213621, US, 8642267371, 8642268367, 06/22/2005, 05/09/2008, , , , , GIBSON, KATHY, D., NURSE ADMINISTRATOR, 8642267371, 261QA1903X, ASF-021, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 410184, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , NURSE ADMINISTRATOR, , , , , , , , , , , , , , , , 
1467458505, 2, , <UNAVAIL>, IN STEP LLC, , , , , , , FOOT SOLUTIONS, 3, , , , , , , , 946 ORLEANS RD, SUITE B9, CHARLESTON, SC, 294074889, US, 8438529363, 8438529364, 946 ORLEANS RD, SUITE B9, CHARLESTON, SC, 294074889, US, 8438529363, 8438529364, 06/23/2005, 08/20/2010, , , , , JENKINS, MONICA, MICHELE, OWNER, 8438529363, 332B00000X, 010723194, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1982600714, 2, , <UNAVAIL>, LAURENS COUNTY HEALTH CARE SYSTEM, , , , , , , LAURENS COUNTY HOSPITAL, 5, , , , , , , , PO BOX 976, , CLINTON, SC, 293250976, US, 8648339100, , 22725 HIGHWAY 76 E, , CLINTON, SC, 293257527, US, 8648339100, , 06/27/2005, 07/09/2007, , , , , D'ALBERTO, RICHARD, E., CEO, 8648339150, 282N00000X, HTL-531, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 378466, 05, SC, , 460972, 05, SC, , 400382, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , FAHCE, , , , , , , , , , , , , , , , 
1902802531, 2, , <UNAVAIL>, JBM LLC, , , , , , , YORKVILLE PHARMACY, 3, , , , , , , , 822 E LIBERTY ST STE B, , YORK, SC, 297453501, US, 8036287934, 8036284194, 822 E LIBERTY ST STE B, , YORK, SC, 297453501, US, 8036287934, 8036284194, 06/28/2005, 06/26/2013, , , , , BOWERS, DEBORAH, , OWNER PIC, 8036287934, 332B00000X, , , N, 333600000X, , , N, 3336C0003X, 8824, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2092192, 01, , PK, 7875244, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PHARMD, , , , , , , , , , , , , , , , 
1700882388, 2, , <UNAVAIL>, ALLERGY ASTHMA SINUS CTR, , , , , , , , , , , , , , , , 800 E CHEVES ST, STE 420, FLORENCE, SC, 295062649, US, 8436799335, 8436799294, 800 E CHEVES ST, STE 420, FLORENCE, SC, 295062649, US, 8436799335, 8436799294, 06/28/2005, 02/17/2010, , , , , MOYER, JOSEPH, G, PRESIDENT, 8436799335, 207K00000X, 15976, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 159768, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1487651949, 2, , <UNAVAIL>, HAMPTON REGIONAL MEDICAL CENTER, , , , , , , , , , , , , , , , 595 CAROLINA AVE WEST, , VARNVILLE, SC, 299444735, US, 8039431217, 8039431208, 595 CAROLINA AVE WEST, , VARNVILLE, SC, 299444735, US, 8039431217, 8039431208, 06/30/2005, 04/23/2012, , , , , HAMILL, DAVE, H, CEO, 8039431251, 282NR1301X, 025038012, SC, Y, 282NR1301X, HTL027, SC, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 281821, 05, SC, , 366823, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1881691384, 2, , <UNAVAIL>, RIDGELAND NURSING CENTER, , , , , , , , , , , , , , , , 1516 GRAYS HWY, , RIDGELAND, SC, 299365440, US, 8437265581, 8437263741, 1516 GRAYS HWY, , RIDGELAND, SC, 299365440, US, 8437265581, 8437263741, 06/30/2005, 09/17/2008, , , , , ANDERSON, CYNTHIA, MARIE, MDS COORDINATOR, 8437265581, 314000000X, =========, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0553NH, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , LPN, , , , , , , , , , , , , , , , 
1750388070, 2, , <UNAVAIL>, CARDIO STAT INC, , , , , , , CARDIO DIAGNOSTICS, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8033581736, 171A MONROE LN, , LEXINGTON, SC, 290723904, US, 8033586715, 8033581715, 07/01/2005, 03/01/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PL0006, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, MEDICAL SERVICES OF AMERICA INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1952308280, 2, , <UNAVAIL>, SUNRISE MEDICATIONS INC, , , , , , , MEDI HOME PHARMACY, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 2 PALMETTO WOOD PKWY, STE 100, IRMO, SC, 290632881, US, 8779361045, 8779369735, 07/01/2005, 03/02/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , N, 333600000X, 15202, SC, Y, 3336C0003X, , , N, 3336M0002X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 715202, 05, SC, , DE3161, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1275530503, 2, , <UNAVAIL>, CLEMSON SPORTS MEDICINE AND REHABILITATION INC, , , , , , , , , , , , , , , , PO BOX 1844, , CLEMSON, SC, 296331844, US, 8644820064, 8644820074, 10626 CLEMSON BLVD, , SENECA, SC, 296784526, US, 8644820064, 8644820074, 07/01/2005, 11/17/2014, , , , , FITZGERALD, CHARLEEN, , CREDENTIALING, 8644820064, 225X00000X, , , N, 261QP2000X, , , N, 273Y00000X, , , Y, 332B00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5092260001, 01, SC, DMERC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1750388013, 2, , <UNAVAIL>, FAITH PROSTHEITC-ORTHOTIC SERVICES, , , , , , , GREENWOOD PROSTHETIC-ORTHOTIC CENTER, 3, , , , , , , , 303 W ALEXANDER AVE, STE I, GREENWOOD, SC, 296464078, US, 8642293299, 8642294491, 303 W ALEXANDER AVE, STE I, GREENWOOD, SC, 296464078, US, 8642293299, 8642294491, 07/01/2005, 07/08/2007, , , , , PRICE, JIM, B, PRESIDENT, 7047820908, 335E00000X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DE2063, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , JR., PH.D,  C.P.O., , , , , , , , , , , , , , , , 
