1952304008, 2, , <UNAVAIL>, WILPAGE INC., , , , , , , WILPAGE MEDICAL, 3, , , , , , , , PO BOX 37, , HAWTHORNE, NJ, 075070037, US, 9734234100, 9734230715, 146 GENEVIEVE AVE, , HAWTHORNE, NJ, 075062332, US, 9734234100, 9734230715, 05/23/2005, 11/19/2013, , , , , ABRUZZO, SYLVESTER, , TREASURER, 9738354716, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0093831, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , , , , , , , , , , , , , , , , 
1104820836, 2, , <UNAVAIL>, STEVE & BETH INC., , , , , , , HUNTERDON FAMILY EYECARE, 3, , , , , , , , 1465 ROUTE 31 S, , ANNANDALE, NJ, 088013129, US, 9087306774, 9087309011, 1465 ROUTE 31 S, , ANNANDALE, NJ, 088013129, US, 9087306774, 9087309011, 06/10/2005, 06/27/2008, , , , , SINOWAY, STEPHEN, L., OPTOMETRIST, 9087306774, 152W00000X, 27OA00506600, NJ, Y, 152WC0802X, 27OA00506600, NJ, N, 152WL0500X, 27OA00506600, NJ, N, 152WP0200X, 27OA00506600, NJ, N, 152WV0400X, 27OA00506600, NJ, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, NJ, CONSUMER HEALTH NETWORK, =========, 01, NJ, VISION SERVICE PLAN, =========, 01, NJ, COMMISSION FOR THE BLIND, =========, 01, NJ, BEECH STREET, =========, 01, NJ, DEVON, =========, 01, NJ, QUALCARE HMO AND PPO, =========, 01, NJ, HORIZON BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , O.D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , 
1790789212, 2, , <UNAVAIL>, AHS HOSPITAL CORP, , , , , , , NEWTON MEDICAL CENTER, 3, , , , , , , , 475 SOUTH ST, , MORRISTOWN, NJ, 079606459, US, , , 175 HIGH ST, , NEWTON, NJ, 078601004, US, 9733832121, 9733839355, 06/13/2005, 03/20/2017, , , , , LENAHAN, KEVIN, J, VP/CFO, 9736603190, 273R00000X, 11902, NJ, N, 282N00000X, 11902, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 003040458, 05, CT, , 40-4703831, 05, MI, , 4550102, 05, NJ, , NEW0028N, 05, AL, , 00410820, 05, NY, , XHSP43600, 05, CA, , 0257109, 05, NJ, , 0450088, 05, OH, , 4137001, 05, NJ, , 7200706, 05, MA, , 0040986, 01, , AETNA, 0263214, 05, NJ, , 091245000, 05, FL, , 200256690A, 05, KS, , 3100028, 05, NC, , 334095, 05, AZ, , 0258024, 05, NJ, , 01400365, 05, KY, , 49056557, 05, CO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1912901323, 2, , <UNAVAIL>, T & F DRUGS INC, , , , , , , SICOMAC PHARMACY, 3, , , , , , , , 541 CEDAR HILL AVE, SUITE M, WYCKOFF, NJ, 074812150, US, 2014853092, 2016896056, 300 SICOMAC AVE, , WYCKOFF, NJ, 074812132, US, 2018910822, 2018914790, 06/13/2005, 01/17/2017, , , , , ROTOLI, TANIA, , PRESIDENT, 2014853094, 333600000X, , , N, 3336C0003X, 28RS00703700, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2124686, 01, , PK, 0244333, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1093710428, 2, , <UNAVAIL>, T & F DRUGS INC, , , , , , , HO-HO-KUS PHARMACY, 3, , , , , , , , 541 CEDAR HILL AVE, SUITE M, WYCKOFF, NJ, 074812150, US, 2014853092, 2016896056, 622 N MAPLE AVE, , HO HO KUS, NJ, 074231591, US, 2014442026, 2016128182, 06/13/2005, 01/17/2017, , , , , ROTOLI, TANIA, , PRESIDENT, 9734276300, 333600000X, , , N, 3336C0003X, 28RS00703400, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2124682, 01, , PK, 0244317, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1104820588, 2, , <UNAVAIL>, AVENUE E ANESTHESIA ASSOCIATES, , , , , , , , , , , , , , , , PO BOX 464, , RUTHERFORD, NJ, 070700464, US, 2018042800, , 29 E 29TH ST, , BAYONNE, NJ, 070024654, US, 2018585000, , 06/13/2005, 07/08/2007, , , , , STEINMAN, EDWARD, , PRESIDENT, 2018585000, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8107106, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1740285071, 2, , <UNAVAIL>, 15W PHARMACY INC, , , , , , , 15W PHARMACY EDISON, 3, , , , , , , , 95 NEWFIELD AVE, STE B, EDISON, NJ, 088373824, US, 7323461333, 7323469221, 95 NEWFIELD AVE, STE B, EDISON, NJ, 088373824, US, 7323461333, 7323469221, 06/14/2005, 07/13/2007, , , , , MCCANN, DONNA, M, REIMBURSEMENT DIRECTOR, 7323461333, 3336L0003X, 28RS00607000, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0019646380001, 05, PA, , 02282268, 05, NY, , 8710317, 05, NJ, , 8710309, 05, NJ, , 3144209, 01, NJ, NCPDP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1598760829, 2, , <UNAVAIL>, ST. JOSEPH'S WAYNE HOSPITAL, , , , , , , WAYNE GENERAL HOSPITAL, 4, , , , , , , , 224 HAMBURG TPKE, , WAYNE, NJ, 074702111, US, 9739563500, 9733894044, 224 HAMBURG TPKE, , WAYNE, NJ, 074702111, US, 9739563500, 9733894044, 06/14/2005, 07/24/2007, , , , , DUNAY, JOANNE, , CONTROLLER, 9737542016, 282N00000X, 11603, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4141407, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1851396196, 2, , <UNAVAIL>, MIDDLETOWN/HOLMDEL PHYSICAL THERAPY, , , , , , , , , , , , , , , , 2137 HIGHWAY 35, , HOLMDEL, NJ, 077331083, US, 7322649494, 7322642502, 2137 HIGHWAY 35, , HOLMDEL, NJ, 077331083, US, 7322649494, 7322642502, 06/14/2005, 08/25/2010, , , , , SIEJKOWSKI, FRANCES, V, OFFICE MANAGER, 7322649494, 225100000X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1972508877, 2, , <UNAVAIL>, THRIFTWAY UNION-HILL PHARMACY INC., , , , , , , THRIFTWAY PHARMACY, 3, , , , , , , , 324 US HIGHWAY 9 EXCLUSIVE PLAZA, , ENGLISHTOWN, NJ, 07726, US, 7329722333, 7329725349, 324 US HIGHWAY 9 EXCLUSIVE PLAZA, , ENGLISHTOWN, NJ, 07726, US, 7329722333, 7329725349, 06/16/2005, 07/08/2007, , , , , PERCHUK, ALEX, , CORPORATE SECRETARY, 7188352000, 333600000X, 28RS00624400, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8770701, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , RPH, , , , , , , , , , , , , , , , 
1659376317, 2, , <UNAVAIL>, ACUTECARE HEALTH SYSTEM, , , , , , , SPECIALTY HOSPITAL OF CENTRAL JERSEY, 3, , , , , , , , 500 RIVER AVE, SUITE 150, LAKEWOOD, NJ, 087014738, US, 7323640800, 7323640846, 600 RIVER AVE, 4 WEST, LAKEWOOD, NJ, 087015237, US, 7329423594, , 06/17/2005, 01/13/2015, , , , , CZERMAK, DANIEL, , CEO, 7323640800, 282E00000X, 23359, NJ, Y, 282N00000X, 23359, NJ, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1427053156, 2, , <UNAVAIL>, REHABCLINICS SPT INC, , , , , , , NOVACARE REHABILITATION, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 1051 W SHERMAN AVE, , VINELAND, NJ, 083606931, US, 8566965656, 8566960580, 06/17/2005, 08/31/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1053316844, 2, , <UNAVAIL>, LOURDES MEDICAL CENTER OF BURLINGTON COUNTY, , , , , , , , , , , , , , , , 100 FRONT STREET, , RIVERSIDE, NJ, 08075, US, , , 218A SUNSET RD, , WILLINGBORO, NJ, 080461110, US, 6098352900, , 06/17/2005, 10/12/2015, , , , , HATALA, ALEXANDER, , CHIEF EXECUTIVE OFFICER, 8567573612, 282N00000X, 10303, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1811992480, 2, , <UNAVAIL>, PASCACK VALLEY HOSPITAL, , , , , , , , , , , , , , , , 250 OLD HOOK RD, , WESTWOOD, NJ, 076753123, US, 2013583000, , 250 OLD HOOK RD, , WESTWOOD, NJ, 076753123, US, 2013583000, , 06/20/2005, 07/08/2007, , , , , MITCHELL, SIDNEY, E, PRESIDENT & CEO, 2013583000, 282N00000X, 10208 O-1, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4137604, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1245235811, 2, , <UNAVAIL>, LIVINGSTON CARE CENTER, , , , , , , INGLEMOOR CARE CENTER, 3, , , , , , , , 311 S LIVINGSTON AVE, , LIVINGSTON, NJ, 070393927, US, 9739940221, 9739920696, 311 S LIVINGSTON AVE, , LIVINGSTON, NJ, 070393927, US, 9739940221, 9739920696, 06/20/2005, 07/09/2007, , , , , IZZO, STEVE, , ADMINISTRATOR, 9739941049, 314000000X, 060708, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9057706, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1053316695, 2, , <UNAVAIL>, JERSEY SHORE MONMOUTH COUNTY ASSOCIATES, , , , , , , , , , , , , , , , PO BOX 23958, , NEWARK, NJ, 071890001, US, 7322637935, 7322637921, 1930 CORLIES AVE, , NEPTUNE, NJ, 077534842, US, 7327758789, 7325024435, 06/20/2005, 07/08/2007, , , , , DALTON, ANN, , PRACTICE MANAGER, 7327758789, 207V00000X, MA19998, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1851396493, 2, , <UNAVAIL>, STAT RADIOLOGY LLC, , , , , , , BRICK IMAGING, 3, , , , , , , , 1166 RIVER AVE, STE 102, LAKEWOOD, NJ, 087015600, US, 7323649565, 7323641908, 1608 ROUTE 88 W, STE 102, BRICK, NJ, 087243009, US, 7328369300, 7328369305, 06/20/2005, 07/16/2008, , , , , TRAN, DUC, T, MEDICAL DIRECTOR/PARTNER, 7328369300, 261QR0200X, 23006, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CH4391, 01, NJ, RAILROAD, =========, 01, NJ, TAX ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., , , , , , , , , , , , , , , , 
1013912633, 2, , <UNAVAIL>, THE VALLEY HOSPITAL INC., , , , , , , , , , , , , , , , 223 N VAN DIEN AVE, , RIDGEWOOD, NJ, 074502726, US, 2014478000, , 223 N VAN DIEN AVE, , RIDGEWOOD, NJ, 074502726, US, 2014478000, , 06/20/2005, 11/25/2008, , , , , MEYERS, AUDREY, , PRESIDENT & CEO, 2014478021, 282N00000X, 10211, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4135806, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1902801475, 2, , <UNAVAIL>, SURE REHAB, , , , , , , , , , , , , , , , PO BOX 223, , SHIP BOTTOM, NJ, 080080235, US, 6094940020, , 1702 CENTRAL AVE, , BARNEGAT LIGHT, NJ, 08006, US, 6094940020, , 06/20/2005, 07/08/2007, , , , , SAY, LAURA, , OWNER, 6094940020, 225100000X, QA3833, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , P.T., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1396741856, 2, , <UNAVAIL>, REHABCLINICS SPT INC, , , , , , , NOVACARE REHABILITATION, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 1103 WHITE HORSE PIKE, , HADDON TOWNSHIP, NJ, 081071036, US, 8568589601, 8568581363, 06/21/2005, 08/31/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1346246824, 2, , <UNAVAIL>, REHABCLINICS SPT INC, , , , , , , NOVACARE REHABILITATION, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 132 W MAIN ST, , MOORESTOWN, NJ, 080572432, US, 8562344397, 8562346653, 06/21/2005, 08/31/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1699771170, 2, , <UNAVAIL>, REHABCLINIC SPT INC, , , , , , , NOVACARE REHABILITATION, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 6307 VENTNOR AVE, , VENTNOR, NJ, 084062273, US, 6098222628, 6098225173, 06/21/2005, 08/31/2010, , , , , TARIVN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1548266042, 2, , <UNAVAIL>, BAY-SEA PHYSICAL THERAPY OF VINELAND PA, , , , , , , , , , , , , , , , 232 LAUREL HEIGHTS DR, BLDG 4, BRIDGETON, NJ, 083023634, US, 8564559730, 8564555165, 2848 S DELSEA DR, BLDG 3, VINELAND, NJ, 083607042, US, 8566960404, 8566968555, 06/21/2005, 07/10/2008, , , , , BUSCEMI, DONNA, , BILLING MANAGER, 8564559730, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 56002, 01, , CIGNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1568468072, 2, , <UNAVAIL>, BAY-SEA PHYSICAL THERAPY OF BRIDGETON PA, , , , , , , , , , , , , , , , 232 LAUREL HEIGHTS DR, BLDG 4, BRIDGETON, NJ, 083023634, US, 8564559730, 8554555165, 232 LAUREL HEIGHTS DR, BLDG 4, BRIDGETON, NJ, 083023634, US, 8564559730, 8554555165, 06/21/2005, 07/10/2008, , , , , BUSCEMI, DONNA, , BILLING MANAGER, 8564559730, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 56001, 01, , CIGNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1306842737, 2, , <UNAVAIL>, BRIARWOOD CARE & REHABILITATION CENTER, , , , , , , CARRIAGE HOUSE MANOR, 4, , , , , , , , 100 MCCLELLEN ST, , NORWOOD, NJ, 076481555, US, 2017670100, 2017811191, 901 ERNSTON RD, , SOUTH AMBOY, NJ, 088792000, US, 7327218200, 7327218289, 06/21/2005, 03/17/2009, , , , , CONDORELLI, DEBORAH, , VP FINANCE & CENSUS DEVELOPEMENT, 2017670100, 314000000X, 061208, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4484304, 05, NJ, , 01040344, 05, NY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
