1982607933, 2, , <UNAVAIL>, ADR LLC, , , , , , , , , , , , , , , , PO BOX 808, , CUMBERLAND, MD, 215010808, US, 3017241646, 3017247429, 952 SETON DR, , CUMBERLAND, MD, 215021950, US, 3017773522, 3017771902, 05/23/2005, 08/16/2010, , , , , KIM, JONG, K, PRESIDENT, 3017241646, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DA5555, 01, , RAILROAD MEDICARE, 403741300, 05, MD, , 001586989, 01, WV, MT ST BS, 216A, 01, MD, MD BLUE SHIELD, 0201927000, 05, WV, , J249, 01, MD, MD BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1801898077, 2, , <UNAVAIL>, RADIATION PHYSICS INC, , , , , , , , , , , , , , , , 10133 BACON DR, , BELTSVILLE, MD, 207052102, US, 3019374072, 3019372332, 10133 BACON DR, , BELTSVILLE, MD, 207052102, US, 3019374072, 3019372332, 06/01/2005, 01/06/2011, , , , , RUBIN, LOUIS, M, PRESIDENT, 3019374072, 335V00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2198029, 05, VA, , 472718500, 05, MD, , 021624800, 05, DC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1629070883, 2, , <UNAVAIL>, DRS. HAHN AND PADGETT, , , , , , , , , , , , , , , , 5601 LOCH RAVEN BLVD, STE 103, BALTIMORE, MD, 212392905, US, 4105323991, 4105323998, 5601 LOCH RAVEN BLVD, STE 103, BALTIMORE, MD, 212392905, US, 4105323991, 4105323998, 06/01/2005, 06/10/2008, , , , , HAHN, DAVIS, MILFORD, DOCTOR, 4105323991, 174400000X, D0020396, MD, N, 174400000X, D0015546, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , LY92HA, 01, MD, CAREFIRST OF MARYLAND, T591, 01, DC, CAREFIRST NATIONAL CAPITAL AREA, 200461500, 05, MD, , CF4874, 01, MD, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1699777979, 2, , <UNAVAIL>, ADVANCE GROUP L.L.C., , , , , , , ADVANCE GROUP MEDICAL SUPPLY & EQUIPMENT, 3, , , , , , , , 1328 REISTERSTOWN RD, STE C, PIKESVILLE, MD, 212083838, US, 4105802040, 4105802060, 1328 REISTERSTOWN RD, STE C, PIKESVILLE, MD, 212083838, US, 4105802040, 4105802060, 06/01/2005, 04/20/2008, , , , , PASTUSHENKO, YEDUARD, , PRESIDENT, 4105802040, 332B00000X, R2173, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 383603700, 05, MD, , 406372400, 05, MD, , =========, 01, MD, UNITEDHEALTHCARE, =========, 01, MD, MARYLAND PHYSICIANS CARE, 383602900, 05, MD, , =========, 01, MD, UHC-AMERICHOICE OF MD, 1000039562, 05, DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1396747358, 2, , <UNAVAIL>, CHESAPEAKE CHURCH, , , , , , , CHESAPEAKE CHRISTIAN COUNSELING CENTER, 3, , , , , , , , 6045 SOLOMONS ISLAND RD, , HUNTINGTOWN, MD, 206398876, US, 4102575200, 4102572442, 6045 SOLOMONS ISLAND RD, , HUNTINGTOWN, MD, 206398876, US, 4102575200, 4102572442, 06/02/2005, 03/05/2008, , , , , BRUNGARD, ROBIN, , MANAGING DIRECTOR, 4102575200, 101Y00000X, , , N, 1041C0700X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , F453, 01, MD, CAREFIRST BLUECHOICE, LP57, 01, MD, CAREFIRST BC/BS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , LCSW-C, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1003810078, 2, , <UNAVAIL>, MARYLAND ORTHOTICS AND PROSTHETICS CO. INC, , , , , , , , , , , , , , , , 8517 LOCH RAVEN BLVD, , BALTIMORE, MD, 21286, US, 4106658200, 4106652405, 8517 LOCH RAVEN BLVD, , BALTIMORE, MD, 21286, US, 4106658200, 4106652405, 06/08/2005, 11/03/2016, , , , , DUNN, JOSEPH, R, OWNER/PRESIDENT, 4109771945, 335E00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 333718900, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1982608931, 2, , <UNAVAIL>, SNOWHILL PHARMACY INC, , , , , , , SNOWHILL PHARMACY, 3, , , , , , , , 5610 MARKET ST, , SNOW HILL, MD, 218632411, US, 4106323500, 4106329900, 5610 MARKET ST, , SNOW HILL, MD, 218632411, US, 4106323500, 4106329900, 06/08/2005, 11/08/2016, , , , , SHERR, JEFFREY, , OWNER, 4107498401, 333600000X, , , N, 3336C0003X, P02343, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 110203600, 05, MD, , 2036502, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1861496812, 2, , <UNAVAIL>, W S ASSOCIATES INC, , , , , , , APPLE DISCOUNT DRUGS, 3, , , , , , , , 404 N FRUITLAND BLVD, , SALISBURY, MD, 218017261, US, 4107498401, 4108601155, 404 N FRUITLAND BLVD, , SALISBURY, MD, 218017261, US, 4107498401, 4108601155, 06/08/2005, 01/18/2017, , , , , SHERR, JEFF, , PRESIDENT, 4107498401, 332B00000X, , , N, 332BX2000X, , , N, 333600000X, , , N, 3336C0003X, P01701, MD, Y, 3336L0003X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 384408100, 05, MD, , 2032856, 01, , PK, 009104852, 05, VA, , 378552100, 05, MD, , 0000306916, 05, DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1497759443, 2, , <UNAVAIL>, APPLE INFUSION INC, , , , , , , APPLE INFUSION, 3, , , , , , , , 404B N FRUITLAND BLVD, , SALISBURY, MD, 218017261, US, 4108601669, 4108609540, 404B N FRUITLAND BLVD, , SALISBURY, MD, 218017261, US, 4108601669, 4108609540, 06/08/2005, 11/08/2016, , , , , SHERR, JEFFREY, , PRES, 4108601669, 3336C0003X, PW0093, MD, Y, 3336H0001X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2034824, 01, , PK, 603302400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1679577498, 2, , <UNAVAIL>, BECKMANS GREENE STREET PHARMACY INC, , , , , , , , , , , , , , , , 686 GREENE ST, , CUMBERLAND, MD, 215022734, US, 3017777336, 3017773860, 686 GREENE ST, , CUMBERLAND, MD, 215022734, US, 3017777336, 3017773860, 06/09/2005, 03/18/2011, , , , , BECKMAN, JOHN, ALBERT, OWNER/PRESIDENT, 3017777336, 332B00000X, , , N, 3336C0003X, P00939, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2112011, 01, , NCPDP NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , PD, , , , , , , , , , , , , , , , 
1699779470, 2, , <UNAVAIL>, CHERRYWOOD LIMITED PARTNERSHIP, , , , , , , FUTURECARE CHERRYWOOD, 3, , , , , , , , 8028 RITCHIE HWY, STE 210B, PASADENA, MD, 211221059, US, 4107661995, 4107616095, 12020 REISTERSTOWN RD, , REISTERSTOWN, MD, 211363041, US, 4108333801, 4108339288, 06/09/2005, 09/17/2009, , , , , FINGLASS, BRIAN, , CFO/VP OF FINANCE, 4107661995, 314000000X, 03-064, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 754918100, 01, MD, MEDICAID DME, 032167200, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1184628943, 2, , <UNAVAIL>, ALLIED PHARMACEUTICAL SERVICE INC, , , , , , , , , , , , , , , , 1201 SEVEN LOCKS RD, SUITE 203, ROCKVILLE, MD, 208542931, US, 3013090999, 3013090997, 1201 SEVEN LOCKS RD, SUITE 203, ROCKVILLE, MD, 208542931, US, 3013090999, 3013090997, 06/09/2005, 08/27/2009, , , , , CRAMER, NANCY, , OWNER, 3013090999, 3336L0003X, PW0151, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2120690, 01, MD, NABP, 0001149607, 05, MD, , 0001156516, 05, MD, , 0001149507, 05, MD, , 008540021, 05, MD, , 009107690, 05, MD, , 149448100, 05, MD, , 023890400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1780688408, 2, , <UNAVAIL>, WILLIAM M SINGERLY STEAM FIRE, , , , , , , SINGERLY FIRE COMPANY, 3, , , , , , , , PO BOX 638423, , CINCINNATI, OH, 452638423, US, 9374243701, , 300 NEWARK AVE, , ELKTON, MD, 219215442, US, 4103982078, , 06/09/2005, 11/17/2016, , , , , SCOTT, PHILLIP, , PRESIDENT, 4103982078, 341600000X, , MD, N, 3416L0300X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590015537, 01, MD, RAILROAD MEDICARE, Z666SI, 01, MD, BLUECROSS BLUESHIELD, 4065921 00, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1265436810, 2, , <UNAVAIL>, HOLLY HILL MANOR INC., , , , , , , , , , , , , , , , 531 STEVENSON LN, , TOWSON, MD, 212867607, US, 4108235310, 4105838148, 531 STEVENSON LN, , TOWSON, MD, 212867607, US, 4108235310, 4105838148, 06/10/2005, 04/24/2008, , , , , CURSEY, MILLARD, L., ADMINISTRATOR, 4108235310, 314000000X, 03016, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 006204900, 05, MD, , 186102600, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , , , , , , , , , , , , , , , , 
1447254172, 2, , <UNAVAIL>, SURGICENTER OF BALTIMORE LLC, , , , , , , SURGICENTER OF BALTIMORE, 5, , , , , , , , 23 CROSSROADS DR, STE 100, OWINGS MILLS, MD, 211175420, US, 4103560300, 4103567507, 23 CROSSROADS DRIVE, STE 100, OWINGS MILLS, MD, 211175476, US, 4103560300, 4103567507, 06/10/2005, 09/06/2016, , , , , LAMBIE, ROSEMARY, L., DELEGATED OFFICIAL, 4103562409, 261QA1903X, A1045, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0181741, 01, MD, AETNA, 20103019SA, 01, MD, CIGNA, 25872, 01, MD, MAMSI, NE3, 01, MD, CAREFIRST BCBS, 055335, 01, MD, JOHNS HOPKINS, 110694, 01, MD, KAISER, 490001255, 01, MD, MEDICARE RAILROAD, 02LM, 01, MD, BCBS, 6800095, 01, MD, UNITED HEALTHCARE, 242321900, 05, MD, , 2614116, 01, MD, AETNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , RN, , , , , , , , , , , , , , , , 
1275537730, 2, , <UNAVAIL>, MANCHESTER PHARMACY INC, , , , , , , MANCHESTER PHARMACY INC, 3, , , , , , , , PO BOX 886, , MANCHESTER, MD, 211020886, US, 4102392300, 4102394744, 3321 MAIN ST, UNIT A1, MANCHESTER, MD, 211021790, US, 4102392300, 4102394744, 06/11/2005, 11/22/2016, , , , , GLEESPEN, JOHN, , PHARMACIST OWNER, 4102392300, 333600000X, , , N, 3336C0003X, P04029, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000887700, 05, MD, , 2037806, 01, , PK, 001789200, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PHARMD, , , , , , , , , , , , , , , , 
1376547844, 2, , <UNAVAIL>, HOLABIRD PHARMACY DBA UNIVERSAL HEALTH, , , , , , , , , , , , , , , , 7151 HOLABIRD AVE, , BALTIMORE, MD, 212221726, US, 4102823300, 4102823333, 7151 HOLABIRD AVE, , BALTIMORE, MD, 212221726, US, 4102823300, 4102823333, 06/12/2005, 09/14/2009, , , , , LICHTMAN, ALBERT, NONE, V.P., 4102823300, 335E00000X, N/A, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 416798800, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , C.O., ,  B.O.C.O., , , , , , , , , , , , , , , , 
1811991243, 2, , <UNAVAIL>, KENT AND QUEEN ANNE'S RESCUE SQUAD INC., , , , , , , , , , , , , , , , PO BOX 126, , CHESTERTOWN, MD, 216200126, US, , , 140 MORGNEC RD, , CHESTERTOWN, MD, 216201027, US, 4107784495, , 06/13/2005, 10/03/2007, , , , , JACKSON, ERIC, S., CAPTAIN, 4107784495, 3416L0300X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , NREMT-P, , , , , , , , , , , , , , , , 
1255336483, 2, , <UNAVAIL>, POTOMAC FAMILY MEDICINE, , , , , , , , , , , , , , , , 1324 PENNSYLVANIA AVE, SUITE 101, HAGERSTOWN, MD, 21742, US, 3017917900, 3017913686, 13424 PENNSYLVANIA AVE, SUITE 101, HAGERSTOWN, MD, 21742, US, 3017917900, 3017913686, 06/15/2005, 05/07/2008, , , , , LEE, DEBORAH, R, PRACTICE MANAGER, 3017917900, 207Q00000X, NOT APPLICABLE, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 202589, 01, MD, FEDERAL BLACK LUNG PROGRA, S328, 01, MD, BLUECROSS/BLUESHIELD, 599121800, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1871598029, 2, , <UNAVAIL>, POTOMAC VALLEY HOME MEDICAL INC., , , , , , , , , , , , , , , , 505 NORTH CENTRE STREET, , CUMBERLAND, MD, 21505, US, 3017226300, 3017224787, 505 NORTH CENTRE STREET, , CUMBERLAND, MD, 21502, US, 3017226300, 3017224787, 06/15/2005, 10/25/2016, , , , , BEIDAS, WALEED, ADNAN, PRESIDENT, 3017226300, 332B00000X, , , N, 332BP3500X, , , N, 332BX2000X, , , Y, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1007630390004, 05, PA, , 411478700, 05, MD, , 0142505000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1801891080, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - CARDIOLOGY, 3, , , , , , , , PO BOX 64250, , BALTIMORE, MD, 212644250, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 4109334397, , 06/15/2005, 03/20/2015, , , , , AMORIELLO, PATRICIA, , DIRECTOR CPA AR, 4109336422, 207RI0011X, =========, MD, N, 207RC0000X, , MD, Y, 207RC0001X, , MD, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 767051600, 05, MD, , CL0061, 01, MD, RRMC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, MRS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1447255609, 2, , <UNAVAIL>, EDGE MEDICAL CARE PC, , , , , , , , , , , , , , , , PO BOX 7909, , LANGLEY PARK, MD, 207877909, US, , , 5305 KENILWORTH AVE, STE 100, RIVERDALE, MD, 207373110, US, 3012777110, , 06/15/2005, 07/10/2008, , , , , EGO-OSUALA, GEORGE, C, PRESIDENT, 3014349147, 261QP2300X, D 47156, MD, Y, 261QP2300X, MD 21355, DC, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 852000300, 05, MD, , G02849, 01, MD, MEDICARE GROUP PTAN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD.,  FACP., , , , , , , , , , , , , , , , 
1770588600, 2, , <UNAVAIL>, REHABCLINICS SPT INC, , , , , , , NOVACARE REHABILITATION, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 8817 BELAIR ROAD, SUITE 106, PERRY HALL, MD, 21236, US, 4105295233, 4105293098, 06/16/2005, 08/31/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
