1528061553, 2, , <UNAVAIL>, DAYWEST HEALTHCARE SERVICES, , , , , , , HIGHLAND CARE CENTER, 3, , , , , , , , 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 05/23/2005, 06/17/2008, , , , , MURRAY, JASON, , ADMINISTRATOR, 8012782839, 314000000X, 2004-NCF-49, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870304091006, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1750387346, 2, , <UNAVAIL>, INFINIA AT ALTA, , , , , , , , , , , , , , , , 4035 S 500 E, , SALT LAKE CITY, UT, 841071866, US, 8012629181, 8012621608, 4035 S 500 E, , SALT LAKE CITY, UT, 841071866, US, 8012629181, 8012621608, 06/28/2005, 07/08/2007, , , , , ROBERTSON, SCOTT, , OWNER, 8012958000, 314000000X, 1999NCF352, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870615300001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1710983317, 2, , <UNAVAIL>, COMPLETE FITNESS INNOVATIONS, , , , , , , , , , , , , , , , 3935 N 75 W, , HYDE PARK, UT, 843184111, US, 4355634141, , 3935 N 75 W, , HYDE PARK, UT, 843184111, US, 4355634141, , 06/28/2005, 07/08/2007, , , , , BERRYHILL, JOHN, , PRESIDENT, 4355634141, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1790782357, 2, , <UNAVAIL>, INFINIA AT OGDEN, , , , , , , , , , , , , , , , 524 E 800 N, , OGDEN, UT, 844043600, US, 8017823740, 8017823594, 524 E 800 N, , OGDEN, UT, 844043600, US, 8017823740, 8017823594, 06/28/2005, 07/08/2007, , , , , THOMAS, SCOTT, , OWNER, 8012958000, 314000000X, 1999NCF925, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870579864007, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1366449860, 2, , <UNAVAIL>, KM BOYER LLC, , , , , , , SPANISH FORK NURSING & REHAB, 3, , , , , , , , PO BOX 606, , SPANISH FORK, UT, 846600606, US, 8017986220, 8017941824, 151 EAST CENTER STREET, , SPANISH FORK, UT, 846601802, US, 8017986220, 8017941824, 06/30/2005, 04/15/2015, , , , , BOYER, KIRK, D., PRESIDENT/ADMINISTRATOR, 8017986220, 314000000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., I, , , , , , , , , , , , , , , , , 
1235136235, 2, , <UNAVAIL>, PLEASANT GROVE CITY CORPORATION, , , , , , , PLEASANT GROVE CITY AMBULANCE, 3, , , , , , , , 70 S 100 E, , PLEASANT GROVE, UT, 840622702, US, 8017855045, 8017858925, 70 S 100 E, , PLEASANT GROVE, UT, 840622702, US, 8017855045, 8017858925, 07/05/2005, 08/17/2010, , , , , PURDIE, MOLLY, JUNE, BILLING CLERK, 8017855045, 3416L0300X, 2504L, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1598763294, 2, , <UNAVAIL>, UTAH IMAGING CENTERS LLC, , , , , , , , , , , , , , , , PO BOX 1288, , BOUNTIFUL, UT, 840111288, US, 8012962413, 8012961715, 3715 W 4100 S, STE 150, WEST VALLEY CITY, UT, 841205552, US, 8019240029, , 07/07/2005, 03/25/2010, , , , , PALMER, BRETT, , CEO, 8012981300, 2471M1202X, T1325, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8071213, 05, ID, , =========001, 05, UT, , =========002, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1053318881, 2, , <UNAVAIL>, BEAVER VALLEY HOSPITAL, , , , , , , ROCKY MOUNTAIN CARE - HUNTER HOLLOW, 3, , , , , , , , 576 W. 900 S., SUITE 260, WOODS CROSS, UT, 84010, US, 8013974400, 8013974490, 4090 W PIONEER PKWY, , WEST VALLEY CITY, UT, 841202060, US, 8013974400, 8013974490, 07/07/2005, 09/21/2017, , , , , BANGERTER, DEE, R, PRESIDENT, 8013974000, 314000000X, 2005-NCF-443, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870468703000, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1518964352, 2, , <UNAVAIL>, BEAVER VALLEY HOSPITAL, , , , , , , ROCKY MOUNTAIN CARE - WILLOW SPRINGS, 3, , , , , , , , 576 W 900 S, SUITE 260, WOODS CROSS, UT, 840108194, US, 8013974100, 8013974196, 85 E 2000 N, , TOOELE, UT, 840749280, US, 4358823760, 4353974291, 07/07/2005, 04/10/2017, , , , , BANGERTER, DEE, R, PRESIDENT, 8013974000, 314000000X, 2005-NCF-30678, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 311757966009, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1407853245, 2, , <UNAVAIL>, BEAVER VALLEY HOSPITAL, , , , , , , ROCKY MOUNTAIN CARE - MOUNTAIN VIEW, 3, , , , , , , , 576 W. 900 S., SUITE 260, WOODS CROSS, UT, 84010, US, 4356545500, 4356545525, 160 W 500 N, , HEBER, UT, 840321206, US, 4356545500, 4356545525, 07/07/2005, 09/21/2017, , , , , BANGERTER, DEE, R, PRESIDENT, 8013974000, 314000000X, 2005-NCF-398, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870532468008, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1629075361, 2, , <UNAVAIL>, BEAVER VALLEY HOSPITAL, , , , , , , ROCKY MOUNTAIN CARE - CLEARFIELD, 3, , , , , , , , 576 W. 900 S., SUITE 260, WOODS CROSS, UT, 84010, US, 8013974300, 8013974390, 1481 E 1450 S, , CLEARFIELD, UT, 840151610, US, 8013974300, 8013974390, 07/07/2005, 09/21/2017, , , , , BANGERTER, DEE, R, PRESIDENT, 8013974000, 314000000X, 2005-NCF-442, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870309021052, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1548267420, 2, , <UNAVAIL>, MIDTOWN COMMUNITY HEALTH CENTER INC, , , , , , , , , , , , , , , , 2240 ADAMS AVE, , OGDEN, UT, 844011511, US, 8013935355, 8013944609, 2240 ADAMS AVE, , OGDEN, UT, 844011511, US, 8013935355, 8013944609, 07/07/2005, 04/20/2008, , , , , NICHOLS, LISA, M, EXECUTIVE DIRECTOR, 8013342213, 261QC1500X, 00867511, UT, X, 261QF0400X, , , X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========012, 05, UT, , 870540037009, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1083611966, 2, , <UNAVAIL>, WESTERN NEUROLOGICAL ASSOCIATES INC, , , , , , , , , , , , , , , , 1151 E 3900 S, #B150, SALT LAKE CITY, UT, 841241216, US, 8012623441, 8012699005, 1151 E 3900 S, #B150, SALT LAKE CITY, UT, 841241216, US, 8012623441, 8012699005, 07/07/2005, 12/01/2016, , , , , HINES, MICHELLE, LYNN, BUSINESS OFFICE, 8012623441, 103T00000X, , , N, 2084N0400X, =========, UT, Y, 2084N0402X, =========, UT, N, 2085R0202X, 0055926, UT, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00055926, 01, UT, MEDICARE PTAN, 870446965007, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , 
1235136136, 2, , <UNAVAIL>, SALT LAKE COUNTY, , , , , , , AGING SERVICES HEALTHY AGING PROGRAM, 5, , , , , , , , 2001 S STATE ST, S1500, SALT LAKE CITY, UT, 841900001, US, 8014682473, 8014682838, 2001 S STATE ST, S1500, SALT LAKE CITY, UT, 841900001, US, 8014682473, 8014682838, 07/07/2005, 07/08/2007, , , , , O'NEIL, SHAUNA, , AGING SERVICES DIRECTOR, 8014682760, 251K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1801893714, 2, , <UNAVAIL>, ROCKY MOUNTAIN CARE, , , , , , , ROCKY MOUNTAIN CARE MANAGEMENT, 3, , , , , , , , 576 W. 900 S., SUITE 260, WOODS CROSS, UT, 840108127, US, 8013974054, 8013974196, 5250 COMMERCE DR, STE 310, SALT LAKE CITY, UT, 841077926, US, 8013974000, 8013974959, 07/07/2005, 03/23/2016, , , , , BANGERTER, DEE, R, CEO/PRESIDENT, 8013974000, 171W00000X, 10006-05, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1194723650, 2, , <UNAVAIL>, MED ONE MEDICAL, , , , , , , , , , , , , , , , 6965 UNION PARK CTR, #400, MIDVALE, UT, 840476008, US, 8015666433, 8013040076, 6965 UNION PARK CTR, #400, MIDVALE, UT, 840476008, US, 8015666433, 8013040076, 07/08/2005, 04/20/2008, , , , , TREACY, MICHAEL, R, OWNER, 8015666433, 261QS1200X, 17686, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========00001, 01, UT, BCBS OF UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1093713554, 2, , <UNAVAIL>, DAVIS CENTER FOR ORAL & MAXILLOFACIAL SURGERY, , , , , , , , , , , , , , , , 890 W HERITAGE PARK BLVD., SUITE 103, LAYTON, UT, 84041, US, 8016140999, 8016140998, 890 W HERITAGE PARK BLVD., SUITE 103, LAYTON, UT, 84041, US, 8016140999, 8016140998, 07/08/2005, 07/08/2007, , , , , BENSON, PAUL, , OWNER, 8016140999, 1223P0106X, 4124, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DMD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1629076229, 2, , <UNAVAIL>, UTAH IMAGING ASSOCIATES INC, , , , , , , , , , , , , , , , PO BOX 1369, , BOUNTIFUL, UT, 840111369, US, 8012962113, 8012961715, 380 N 200 W, SUITE 209, BOUNTIFUL, UT, 840107079, US, 8012981300, 8012966199, 07/08/2005, 10/28/2013, , , , , PALMER, BRETT, , CEO, 8012981300, 2085R0202X, =========, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100505535, 05, NV, , 120707500, 05, WY, , 807116000, 05, ID, , =========001, 05, UT, , 921678, 05, AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1467450775, 2, , <UNAVAIL>, ASPEN CARE CENTER INC, , , , , , , , , , , , , , , , PO BOX 65788, , SALT LAKE CITY, UT, 841650788, US, 8014862348, 8014668961, 2325 MADISON AVE, , OGDEN, UT, 844011618, US, 8013995846, 8016212147, 07/11/2005, 07/08/2007, , , , , BREINHOLT, ROBERT, H, PRESIDENT, 8014862348, 314000000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870374578007, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1366440620, 2, , <UNAVAIL>, JORDAN VALLEY MEDICAL CENTER LP, , , , , , , JORDAN VALLEY MEDICAL CENTER - WEST VALLEY CAMPUS, 3, , , , , , , , 117 SEABOARD LN BLDG E, ATTN: IASIS CORPORATE LEGAL DEPARTMENT, FRANKLIN, TN, 370672855, US, 6158442747, 6154671271, 3460 PIONEER PKWY, , WEST VALLEY CITY, UT, 841202049, US, 8019643122, 8019643112, 07/11/2005, 10/06/2014, , , , , ANDERSON, STEVEN, M, HOSPITAL CEO, 8019643800, 282N00000X, 2005HOSP811, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========01001, 01, , BLUE CROSS BLUE SHIELD, =========JVM, 01, , EDUCATORS MUTUAL, 103002113104, 01, , IHC SELECT HEALTH, 310486, 01, UT, ALTIUS, 95900, 01, , PEHP, 103002113105, 01, , IHC SELECT HEALTH ER, =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1528066875, 2, , <UNAVAIL>, BEAVER VALLEY HOSPITAL, , , , , , , , , , , , , , , , PO BOX 1670, 1109 N 100 W, BEAVER, UT, 847131670, US, 4354387100, 4354387166, 1109 N 100TH W, , BEAVER, UT, 847131670, US, 4354387100, 4354387166, 07/11/2005, 05/18/2017, , , , , DAVIDSON, CRAIG, VAL, ADMINISTRATOR, 4384387100, 275N00000X, 2006-HOSP-167, UT, N, 282N00000X, 2004-HOSP-167, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========004, 05, UT, , 000006972, 01, UT, PART B LEGACY OR PTAN #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1750389060, 2, , <UNAVAIL>, OREM NURSING & REHABILITATION, , , , , , , , , , , , , , , , PO BOX 65788, , SALT LAKE CITY, UT, 841650788, US, 8017475590, 8017475592, 575 E 1400 S, , OREM, UT, 840977707, US, 8012254741, 8012268197, 07/11/2005, 09/02/2008, , , , , BREINHOLT, ROBERT, H, PRESIDENT, 8017475590, 314000000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========009, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1902804222, 2, , <UNAVAIL>, HILLCREST CARE CENTER, , , , , , , , , , , , , , , , PO BOX 470, , SANDY, UT, 840910470, US, 8015664191, 8015661548, 348 E 8000 S, , SANDY, UT, 840700107, US, 8015664191, 8015661548, 07/11/2005, 07/30/2008, , , , , HEUGLY, BRIAN, , ADMINISTRATOR, 8015664191, 315P00000X, 2004-NCF-478, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 46G005, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
