1720081763, 2, , <UNAVAIL>, TOWNE & COUNTRY PHARMACY FLORIST & GIFTS INC, , , , , , , , , , , , , , , , PO BOX 364, 675 EAST HWY 60, HARDINSBURG, KY, 401430364, US, 2707562151, 2707565199, 675 EAST HWY 60, , HARDINSBURG, KY, 401430675, US, 2707562151, 2707565199, 05/23/2005, 05/03/2017, , , , , WILLOUGHBY, LAURA, GAYLE, PHARMACIST, 2707562151, 183500000X, P06296, KY, N, 332BX2000X, MG0340, KY, Y, 333600000X, P06296, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90050147, 05, KY, , 000000189330, 01, KY, ANTHEM, 1071411, 01, KY, PASSPORT, 54032560, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RPH, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1184626459, 2, , <UNAVAIL>, LOUISVILLE OPTIQUE PLLC, , , , , , , , , , , , , , , , 140 W MARKET ST, , LOUISVILLE, KY, 402021332, US, 5025878696, 5025878165, 140 W MARKET ST, , LOUISVILLE, KY, 402021332, US, 5025878696, 5025878165, 06/01/2005, 10/15/2007, , , , , SMITH, STEPHEN, DAMON, PRESIDENT, 5025878696, 152W00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10670, 01, KY, CVC LOCATION, 16711, 01, KY, AVESIS, 7989966, 01, KY, CIGNA, 000000198613, 01, KY, ANTHEM LOCATION, 22 00155, 01, KY, UNITED HEALTH CARE, 017121, 01, KY, PASSPORT BLOCK VISION, 13407, 01, KY, SPECTERA, OP1650, 01, KY, EYEMED, 77903417, 05, KY, , 2667754, 01, KY, AETNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , OD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1124020334, 2, , <UNAVAIL>, IVYS MEDICAL SUPPLIES INC, , , , , , , , , , , , , , , , PO BOX 576, , INEZ, KY, 412240576, US, 6062983009, 6062983004, 1882 MAIN STREET, , INEZ, KY, 412240576, US, 6062983009, 6062983004, 06/01/2005, 06/13/2008, , , , , JUDE, IVA, , PRESIDENT, 6062983009, 332B00000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000112867, 01, KY, BCBS OF K, 000001184018, 01, KY, CHA HEALTH, 9000006800, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1669474748, 2, , <UNAVAIL>, ARC KENTUCKY LLC, , , , , , , DUPONT SURGERY CENTER, 3, , , , , , , , 4004 DUPONT CIR, , LOUISVILLE, KY, 402074819, US, 5028966428, 5028935270, 4004 DUPONT CIR, , LOUISVILLE, KY, 402074819, US, 5028966428, 5028935270, 06/02/2005, 12/19/2012, , , , , BARBOUR, CHERYL, Y., BUSINESS MANAGER, 5028966428, 261QA1903X, 300070, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 36001188, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SYMBION HEALTHCARE,  INC., <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1912909086, 2, , <UNAVAIL>, ADVANCED TECHNOLOGY OF KY INC, , , , , , , , , , , , , , , , 7570 US HWY 42, , FLORENCE, KY, 410422324, US, 8595784822, 8595784828, 7570 US HWY 42, , FLORENCE, KY, 410422324, US, 8595784822, 8595784828, 06/02/2005, 10/11/2016, , , , , BLACKWELDER, EMILY, A, PRESIDENT, 8595784822, 332B00000X, , , N, 332B00000X, BL00006890, KY, N, 335E00000X, , , Y, 335E00000X, HMEL11172, OH, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90990342, 05, KY, , 0158074, 05, OH, , 000000031913, 01, OH, ANTHEM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , R.N., , , , , , , , , , , , , , , , 
1417951468, 2, , <UNAVAIL>, MERCY HEALTH-LOURDES HOSPITAL LLC, , , , , , , LOURDES - REHAB, 3, , , , , , , , PO BOX 636545, , CINCINNATI, OH, 452636545, US, 2704442444, 2704442460, 1530 LONE OAK RD, , PADUCAH, KY, 420037901, US, 2704442444, 2704442460, 06/08/2005, 03/10/2017, , , , , YUNGMANN, MICHAEL, , REGION CEO & SVP KY, 2704442491, 273Y00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 93000016, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1528062460, 2, , <UNAVAIL>, NEPHROLOGY ASSOCIATES OF CENTRAL KENTUCKY, , , , , , , , , , , , , , , , 105 FINANCIAL PL, SUIT 105, ELIZABETHTOWN, KY, 427018437, US, 2707655112, 2707379252, 105 FINANCIAL PL, SUITE 105, ELIZABETHTOWN, KY, 427012795, US, 2707655112, 2707379252, 06/09/2005, 03/02/2018, , , , , BHATTI, KHALID, M, PRESIDENT, 2707655112, 207RN0300X, 32497, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65933236, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1528062361, 2, , <UNAVAIL>, THOMPSON AND CHOU CENTER FOR PHYSICAL, , , , , , , , , , , , , , , , PO BOX 43905, , LOUISVILLE, KY, 402530905, US, 5025834700, 5025838434, 13328 SHELBYVILLE RD, , LOUISVILLE, KY, 402233936, US, 5025834700, 5025838434, 06/09/2005, 02/22/2017, , , , , CHOU, RODNEY, , OWNER/PARTNER, 5025834700, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CI4364, 01, KY, KY MEDICARE RR GROUP #, CH6974, 01, IN, IN MEDICARE RR GROUP #, 200024040, 05, IN, , 65932410, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1457355125, 2, , <UNAVAIL>, MATTHEW 25 AIDS SERVICES INC, , , , , , , , , , , , , , , , 452 OLD CORYDON RD, , HENDERSON, KY, 424204645, US, 2708260200, 2708260212, 452 OLD CORYDON RD, , HENDERSON, KY, 424204645, US, 2708260200, 2708260212, 06/09/2005, 05/20/2008, , , , , BURTON, CYNTHIA, , ADMINISTRATOR, 2708260200, 261Q00000X, 740146, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 78902822, 05, KY, , 23130245, 01, KY, PASSPORT HEALTH PLAN, 000000246990, 01, KY, ANTHEM KY & IN, 92-00380, 01, , UNITED HEALTHCARE, 200408870, 05, IN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1346244126, 2, , <UNAVAIL>, MERCY HEALTH-LOURDES HOSPITAL LLC, , , , , , , , , , , , , , , , PO BOX 636545, , CINCINNATI, OH, 452636545, US, 2704442163, 2704442460, 1530 LONE OAK RD, , PADUCAH, KY, 420037901, US, 2704442163, 2704442460, 06/09/2005, 11/03/2017, , , , , YUNGMANN, MICHAEL, , CEO, 2704442491, 282N00000X, 100304, KY, Y, 367500000X, 20A, KY, N, 367500000X, 2489A, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 01012152, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , 
1255335774, 2, , <UNAVAIL>, OWENSBORO INTERNAL MEDICINE ASSOCIATES, , , , , , , OWENSBORO INTERNAL MEDICINE ASSOCIATES, 3, , , , , , , , 815 E PARRISH AVE, STE 230, OWENSBORO, KY, 423033222, US, 2706882000, 2706661204, 815 E PARRISH AVE, STE 230, OWENSBORO, KY, 423033222, US, 2706882000, 2706661204, 06/13/2005, 07/09/2007, , , , , KELLY, BILL, , OFFICE MANAGER, 2706881225, 174400000X, 16324, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000050189, 01, KY, BCBS ID NUMBER, 0000000215988, 01, KY, BCBS ID NUMBER, 000000050188, 01, KY, BCBS ID NUMBER, 65922569, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1477557882, 2, , <UNAVAIL>, PHYSICIANS CLINICAL LABORATORY, , , , , , , , , , , , , , , , 815 E PARRISH AVE, , OWENSBORO, KY, 423033222, US, 2706881200, 2706881204, 815 E PARRISH AVE, , OWENSBORO, KY, 423033222, US, 2706881200, 2706881204, 06/13/2005, 07/08/2007, , , , , KELLY, BILL, , OFFICE MANAGER, 2706881225, 291U00000X, 200254, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000229569, 01, KY, BCBS PROVIDER ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1003810490, 2, , <UNAVAIL>, KNOX PROFESSIONAL PHARMACY INC, , , , , , , KNOX PROFESSIONAL PHARMACY, 3, , , , , , , , 511 KNOX ST, , BARBOURVILLE, KY, 409061330, US, 6065463171, 6065465022, 511 KNOX ST, , BARBOURVILLE, KY, 409061330, US, 6065463171, 6065465022, 06/13/2005, 12/01/2016, , , , , HAMMONS, GEORGE, , OWNER, 6065463171, 332B00000X, , , N, 333600000X, , , N, 3336C0003X, P01088, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2029231, 01, , PK, 7100176370, 05, KY, , 7100176380, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1205831690, 2, , <UNAVAIL>, MURRAY WOMAN'S CLINIC PLLC, , , , , , , , , , , , , , , , 305 S 8TH ST, , MURRAY, KY, 420712404, US, 2707539300, 2707533549, 305 S 8TH ST, , MURRAY, KY, 420712404, US, 2707539300, 2707533549, 06/14/2005, 08/04/2014, , , , , HOUCK, GARY, , PRACTICE ADMINISTRATOR, 2707539300, 207V00000X, , , N, 363L00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65940330, 05, KY, , 7890340800, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1366447609, 2, , <UNAVAIL>, CENTRAL STATE HOSPITAL, , , , , , , , , , , , , , , , 10510 LAGRANGE ROAD, , LOUISVILLE, KY, 402231277, US, , 5022537044, 10510 LAGRANGE RD, , LOUISVILLE, KY, 402231277, US, 5022537135, 5022537044, 06/14/2005, 07/30/2010, , , , , REYNOLDS, MARK, L, CONTROLLER, 5022537135, 283Q00000X, 100198, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 02021293, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COMMONWEALTH OF KENTUCKY, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1174528392, 2, , <UNAVAIL>, KENDALL E. HANSEN MD PLC DBA INTERVENTIONAL PAIN SPECIALISTS, , , , , , , INTERVENTIONAL PAIN SPECIALISTS, 3, , , , , , , , P.O. BOX 0634, , FLORENCE, KY, 410220634, US, 8599570700, 8599570703, 340 THOMAS MORE PKWY., STE. 260, CRESTVIEW HILLS, KY, 410175117, US, 8599570700, 8599570703, 06/15/2005, 10/08/2015, , , , , HANSEN, KENDALL, E., M.D.,  PRESIDENT & CEO, 8599570700, 207LP2900X, , KY, Y, 363L00000X, , KY, N, 363LF0000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65933624, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1104821404, 2, , <UNAVAIL>, NEW AGE PULMONARY SERVICES LLC, , , , , , , NAPS, 3, , , , , , , , 3040 BRECKENRIDGE LN, , LOUISVILLE, KY, 402202194, US, 5024586277, 5024586858, 3040 BRECKENRIDGE LN, , LOUISVILLE, KY, 402202194, US, 5024586277, 5024586858, 06/15/2005, 02/20/2012, , , , , LIMBAUGH, TERRI, L, PRESIDENT, 5024586277, 332B00000X, 145375, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000066987, 01, KY, ANTHEM BCBS, =========A, 01, KY, HUMANA, 200222400A, 05, IN, , 90000282, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , CRT, , , , , , , , , , , , , , , , 
1962407148, 2, , <UNAVAIL>, PHYSIOTHERAPY ASSOCIATES INC, , , , , , , KORT PHYSICAL THERAPY, 3, , , , , , , , 4717 GETTYSBURG RD, , MECHANICSBURG, PA, 170554325, US, 7179754510, , 6400 DUTCHMANS PKWY, STE 20, LOUISVILLE, KY, 402053341, US, 5028970100, 5028977551, 06/15/2005, 08/19/2016, , , , , TARVIN, MICHAEL, E, VICE PRESIDENT AND SECRETARY, 7179754510, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1992700025, 2, , <UNAVAIL>, WOMEN'S CARE PHYSICIANS OF LOUISVILLE, , , , , , , , , , , , , , , , 4130 DUTCHMANS LN, STE 400, LOUISVILLE, KY, 402074711, US, 5028970697, 5028970658, 4130 DUTCHMANS LN, STE 400, LOUISVILLE, KY, 402074711, US, 5028970697, 5028970658, 06/16/2005, 04/20/2008, , , , , KIRTLEY, LOUIS, R, PRESIDENT, 5028970697, 207VM0101X, =========, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1048735, 01, KY, PASSPORT, 65924409, 05, KY, , =========, 01, KY, EMPLOYER ID, CC6398, 01, KY, RAILROAD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1508861683, 2, , <UNAVAIL>, COMMONWEALTH OF KENTUCKY, , , , , , , WESTERN STATE HOSPITAL, 3, , , , , , , , 2440 RUSSELLVILLE ROAD, , HOPKINSVILLE, KY, 42240, US, 2708896025, 2708864487, 2400 RUSSELLVILLE RD, , HOPKINSVILLE, KY, 422408095, US, 2708896025, 2708864487, 06/16/2005, 07/08/2015, , , , , CRAYCRAFT, STEPHANIE, , DIRECTOR, 5027826243, 283Q00000X, 100072, KY, N, 283Q00000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 02020022, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COMMONWEALTH OF KENTUCKY, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1639174634, 2, , <UNAVAIL>, PAIN TREATMENT CENTER INC, , , , , , , STONE ROAD SURGERY CENTER, 3, , , , , , , , 280 PASADENA DR, , LEXINGTON, KY, 405032925, US, 8592781316, 8592761574, 280 PASADENA DR, , LEXINGTON, KY, 405032925, US, 8592781316, 8592761574, 06/16/2005, 01/09/2018, , , , , TERRELL, RANDY, , CFO, 8592781316, 261QA1903X, 300100, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, KY, HUMANA, =========, 01, KY, TRICARE, 000000054895, 01, KY, ANTHEM BC/BS, 163842100, 01, KY, DOL, 36000701, 05, KY, , 1060976, 01, KY, PASSPORT, =========, 01, KY, CHA, 490002337, 01, KY, RAILROAD MCR, =========-00, 01, OH, OHIO BWC, 68-00005, 01, KY, UNITED HEALTHCARE, =========, 01, KY, BLUEGRASS FAMILY HEALTH, =========, 01, WV, WV W/C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1609871581, 2, , <UNAVAIL>, TURNER WHITLEY & MORTON INTERNAL MEDICINE PSC, , , , , , , , , , , , , , , , 1419 CUMBERLAND FALLS HWY, , CORBIN, KY, 407012722, US, 6065284481, 6065282857, 1419 CUMBERLAND FALLS HWY, , CORBIN, KY, 407012722, US, 6065284481, 6065282857, 06/16/2005, 07/17/2012, , , , , SHEPHERD, KATHY, , OFFICE MANAGER, 6065284481, 207R00000X, 20474, 23298, 32248, KY, Y, 363AM0700X, , KY, N, 363L00000X, , KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65936817, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1134124027, 2, , <UNAVAIL>, GREEN ACRES HEALTH CARE, , , , , , , GREEN ACRES HEALTH CARE, 3, , , , , , , , 402 W FARTHING ST, , MAYFIELD, KY, 420662900, US, 2702476477, 2702470712, 402 W FARTHING ST, , MAYFIELD, KY, 420662900, US, 2702476477, 2702470712, 06/16/2005, 04/17/2008, , , , , BRYANT, DENA, ANN, ADMINISTRATOR, 2702476477, 314000000X, 100144, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 12501342, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , LPN LNHA, , , , , , , , , , , , , , , , 
